MSW_Order,MSW_Binomial,ActivityCycle,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLOhr,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km,HomeRange_Indiv_km,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,PopulationDensity_n_km,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Mean_n_km,HuPopDen_Change,ref_count
Chiroptera,Rhinolophus guineensis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,15,NA,NA,NA,116184.31,12.7,7.16,9.93,-8.3,-15.8,-12.05,31,0.07,1
Chiroptera,Rhinolophus hildebrandtii,NA,NA,NA,NA,1,NA,92.54,1,NA,NA,NA,0.99,1,NA,NA,506,NA,NA,NA,2,3,NA,NA,NA,NA,NA,4302227.38,7.22,-25.92,-9.34,42.95,24.04,33.49,40.66,0.15,13
Chiroptera,Rhinolophus hilli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,5351.09,-2.04,-2.72,-2.38,29.86,28.87,29.36,239.32,-0.05,1
Chiroptera,Rhinolophus hillorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202441.4,8.56,4.85,6.71,13.49,-9.88,1.8,53.43,0.11,NA
Chiroptera,Rhinolophus hipposideros,NA,NA,501.87,NA,1,NA,75.51,1,NA,NA,NA,1,1,252,NA,13,447.26,NA,NA,2,3,33.2,NA,NA,NA,NA,4202573.83,53.21,10.16,31.68,79.43,-10.47,34.47,107.18,0.04,24
Chiroptera,Rhinolophus imaizumii,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,10.82,NA,NA,NA,523.44,24.6,24.24,24.42,124.34,123.66,124,365,0.04,2
Chiroptera,Rhinolophus inops,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,119027.88,17.1,5.55,11.32,126.6,120.86,123.73,184.68,0.1,4
Chiroptera,Rhinolophus keyensis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,70406.34,2.6,-10.37,-3.88,132.74,104.31,118.53,87.8,0.07,4
Chiroptera,Rhinolophus landeri,NA,NA,NA,NA,1,NA,119.61,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,2,3,60.41,NA,NA,NA,NA,12933273.28,17.87,-30.41,-6.27,43.22,-16.82,13.2,38.56,0.14,9
Chiroptera,Rhinolophus lepidus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,3486146.34,36.63,-0.44,18.09,102.93,64.84,83.88,284.24,0.1,6
Chiroptera,Rhinolophus luctus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,6885843.77,32.03,-8.84,11.59,120.11,73.63,96.87,236.75,0.09,6
Chiroptera,Rhinolophus maclaudi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,35.84,NA,NA,NA,123994.44,10.25,6.54,8.4,10.07,-13.65,-1.79,66.4,0.07,4
Chiroptera,Rhinolophus macrotis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,1278790.8,34.77,7.8,21.28,125.2,72.85,99.02,172.03,0.08,7
Chiroptera,Rhinolophus madurensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4960.23,-6.82,-7.24,-7.03,115.57,112.67,114.12,635.94,0.02,NA
Chiroptera,Rhinolophus maendeleo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.56,-5.05,-5.11,-5.08,39.05,38.99,39.02,299,0.12,NA
Chiroptera,Rhinolophus malayanus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,974834.21,22.25,1.26,11.75,107.06,97.36,102.21,132,0.09,5
Chiroptera,Rhinolophus marshalli,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,704109.29,22.43,5.08,13.75,108.05,98.3,103.17,79.96,0.1,4
Chiroptera,Rhinolophus megaphyllus,NA,NA,NA,NA,1,NA,125.14,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,3,57.22,NA,NA,1.29,NA,700183.75,-2.55,-37.84,-20.2,153.63,140.73,147.18,16.42,0.1,12
Chiroptera,Rhinolophus mehelyi,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,2078525.97,47.89,28.21,38.05,52.72,-9.49,21.61,133.41,0.04,6
Chiroptera,Rhinolophus mitratus,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,27.55,NA,NA,NA,95.38,22.56,22.46,22.51,85.88,85.77,85.83,216.94,0.07,1
Chiroptera,Rhinolophus monoceros,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,7.49,NA,NA,NA,22395.6,25.19,21.99,23.59,121.74,120.44,121.09,698.42,0.03,2
Chiroptera,Rhinolophus montanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.24,-8.76,-8.8,-8.78,125.4,125.36,125.38,84,0.18,NA
Chiroptera,Rhinolophus nereis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,13.65,NA,NA,NA,1549.63,4.23,3.07,3.65,108.4,106.19,107.3,53,0.1,2
Chiroptera,Rhinolophus osgoodi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,12.39,NA,NA,NA,1032184.17,31.4,23.88,27.64,119.29,99.71,109.5,223.68,0.06,1
Chiroptera,Rhinolophus paradoxolophus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,267165.44,22.69,15.53,19.11,105.77,98.84,102.31,95.21,0.1,5
Chiroptera,Rhinolophus pearsonii,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,3427752.3,34.04,12.12,23.08,120.39,77.69,99.04,213.76,0.07,5
Chiroptera,Rhinolophus philippinensis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,391836.76,18.65,-18.16,0.24,146.14,113.06,129.6,140.79,0.12,5
Chiroptera,Rhinolophus pusillus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,459599.24,30.75,9.95,20.35,119.25,76.23,97.74,284.98,0.08,6
Chiroptera,Rhinolophus rex,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,32.62,NA,NA,NA,323465.19,31.07,24.5,27.79,110.2,102.21,106.2,208.68,0.06,2
Chiroptera,Rhinolophus robinsoni,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,46677.33,9.14,2.42,5.78,104.54,98.78,101.66,122.18,0.08,4
Chiroptera,Rhinolophus rouxii,NA,28,735.06,NA,1,NA,123.54,1,NA,NA,NA,0.99,1,60,NA,NA,451.11,NA,NA,2,3,59.42,NA,NA,NA,NA,599516.17,22.36,6.37,14.36,96.66,72.73,84.69,372.79,0.07,11
Chiroptera,Rhinolophus rufus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224259.96,18.65,5.55,12.1,126.6,119.74,123.17,228.54,0.1,NA
Chiroptera,Rhinolophus ruwenzorii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54,NA,NA,NA,27684.67,1.37,-1.21,0.08,30.57,29.27,29.92,111.61,0.17,0
Chiroptera,Rhinolophus sakejiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.78,-11.24,-11.31,-11.28,24.38,24.31,24.34,9,0.28,NA
Chiroptera,Rhinolophus sedulus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,868927.45,7.03,-4.18,1.42,119.26,100.12,109.69,57.94,0.16,4
Chiroptera,Rhinolophus shameli,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,662383.5,23.45,11.94,17.69,107.53,95.89,101.71,69.8,0.08,4
Chiroptera,Rhinolophus shortridgei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13590.38,23.16,20.48,21.82,95.33,87.57,91.45,929.25,0.08,NA
Chiroptera,Rhinolophus siamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Rhinolophus silvestris,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,21.23,NA,NA,NA,144051.43,1.25,-4.12,-1.43,14.79,11.4,13.1,3.57,0.07,1
Chiroptera,Rhinolophus simulator,NA,NA,NA,NA,1,NA,91.24,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,2950797.63,10.61,-31.12,-10.25,41,-8.8,16.09,56.75,0.14,6
Chiroptera,Rhinolophus sinicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2366278.14,33.93,18.94,26.44,120.49,76.92,98.7,273.96,0.07,NA
Chiroptera,Rhinolophus stheno,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,1443792.75,22.52,-8.78,6.87,114.6,95.18,104.89,190.33,0.1,6
Chiroptera,Rhinolophus subbadius,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,5.86,NA,NA,NA,368631.78,28.18,22.83,25.51,98.36,85,91.68,176.56,0.08,2
Chiroptera,Rhinolophus subrufus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,24.25,NA,NA,NA,225646.9,18.65,5.55,12.1,126.6,119.74,123.17,231.88,0.1,2
Chiroptera,Rhinolophus swinnyi,NA,NA,NA,NA,NA,NA,91.24,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2562195.54,-5.35,-34.21,-19.78,40.84,22.52,31.68,36.31,0.16,6
Chiroptera,Rhinolophus thomasi,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,571234.4,22.61,5.93,14.27,106.4,97.06,101.73,102.53,0.09,5
Chiroptera,Rhinolophus trifoliatus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,1830416.86,27.59,-8.78,9.4,119.34,87.16,103.25,167.25,0.13,6
Chiroptera,Rhinolophus virgo,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,240685.23,18.65,5.55,12.1,126.6,117.17,121.88,225.84,0.11,4
Chiroptera,Rhinolophus yunanensis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,883933.76,29.45,12.57,21.01,112.41,93.02,102.71,71.36,0.07,5
Chiroptera,Rhinolophus ziama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Rhinonicteris aurantia,1,NA,365,NA,1,NA,148.4,1,NA,NA,NA,1,1,NA,NA,64,451.11,NA,NA,2,3,59.99,NA,NA,NA,NA,888542.65,-11.11,-23.77,-17.44,140.5,115.08,127.79,0.56,0.00142188274859957,10
Chiroptera,Rhinophylla alethina,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,6.91,NA,NA,NA,241884.09,6.66,-4.48,1.08,-75.84,-80.97,-78.41,65.86,0.11,2
Chiroptera,Rhinophylla fischerae,NA,NA,NA,16.24,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,3691801.39,5.23,-14.62,-4.69,-46.9,-77.67,-62.29,8.48,0.11,5
Chiroptera,Rhinophylla pumilio,NA,NA,NA,16.24,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,8340002.26,10.22,-19.43,-4.6,-34.79,-79.28,-57.03,12.53,0.12,7
Primates,Rhinopithecus avunculus,3,NA,NA,NA,NA,NA,200,2,NA,NA,NA,1,NA,NA,NA,NA,NA,30,NA,2,NA,NA,NA,NA,NA,NA,29614.99,22.85,21.28,22.06,106.42,103.95,105.19,183.59,0.11,6
Primates,Rhinopithecus bieti,3,NA,NA,NA,5,NA,170,NA,20.4,NA,NA,NA,NA,NA,2.5,NA,755.15,50,NA,NA,2,NA,NA,NA,NA,NA,23060.04,30.1,27.28,28.69,99.55,98.06,98.81,10.32,0.08,9
Primates,Rhinopithecus brelichi,3,NA,NA,NA,2,NA,200,2,7.41,12.5,NA,1,NA,NA,16.92,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,34391.58,28.47,26.18,27.33,108.63,106.63,107.63,205.34,0.07,5
Primates,Rhinopithecus roxellana,3,NA,NA,NA,2,NA,199.34,2,24.28,NA,NA,1,NA,NA,4.6,NA,NA,65,NA,2,1,NA,NA,NA,NA,NA,311105.7,35.31,29.34,32.32,110.88,101.79,106.33,190.1,0.05,9
Chiroptera,Rhinopoma hardwickii,NA,NA,365,NA,1,NA,98.28,1,NA,NA,365,0.99,1,NA,NA,551,320.04,NA,NA,2,3,52.04,NA,NA,NA,NA,16925604.79,36.49,0.69,18.59,99.73,-12.83,43.44,82.34,0.1,15
Chiroptera,Rhinopoma macinnesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1809957.25,13.13,-1.95,5.59,51.41,30.48,40.94,19.38,0.08,NA
Chiroptera,Rhinopoma microphyllum,NA,NA,668.15,NA,1,NA,114.87,1,NA,NA,365,1,1,NA,NA,NA,648.9,NA,NA,2,3,31.3,NA,NA,NA,NA,14416988.96,35.4,2.28,18.84,99.56,-17.53,41.01,66.65,0.1,16
Chiroptera,Rhinopoma muscatellum,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,801219.76,33.16,11.73,22.44,79.82,48.1,63.96,61.66,0.16,4
Rodentia,Rhinosciurus laticaudatus,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1.39,NA,NA,9.56,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,880578.73,7.24,-5.94,0.65,117.98,95.18,106.58,90.21,0.14,4
Rodentia,Rhipidomys austrinus,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,175757.5,-14.02,-23.93,-18.97,-62.95,-69.27,-66.11,17.53,0.11,1
Rodentia,Rhipidomys caucensis,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Rhipidomys couesi,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Rodentia,Rhipidomys emiliae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rhipidomys fulviventer,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,43102.02,10.51,4.47,7.49,-63.17,-73.91,-68.54,52.41,0.07,1
Rodentia,Rhipidomys gardneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Rhipidomys latimanus,1,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,96039.74,8.38,-4.22,2.07,-76.43,-80.1,-78.27,64.9,0.1,2
Rodentia,Rhipidomys leucodactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081054.45,4.26,-17.54,-6.63,-57.48,-80.02,-68.75,13.07,0.13,NA
Primates,Saguinus geoffroyi,3,NA,NA,234,4,NA,NA,1,0.16,NA,240.9,1.97,NA,NA,5.13,NA,NA,6.9,NA,2,2,NA,NA,1.35,NA,NA,76159.09,9.63,4.12,6.88,-76.7,-83.08,-79.89,26.56,0.11,10
Primates,Saguinus graellsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224121.08,0.9,-4.83,-1.96,-73.31,-78.37,-75.84,9.34,0.13,NA
Primates,Saguinus imperator,3,NA,NA,NA,2,NA,NA,1,0.22,0.3,NA,NA,NA,242.4,18.39,NA,NA,5,NA,2,2,NA,NA,NA,NA,NA,191381.63,-6.83,-11.63,-9.23,-67.77,-73.84,-70.81,1.22,0.07,13
Primates,Saguinus inustus,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,266932.81,3.86,-2.56,0.64,-64.4,-72.02,-68.21,0.17,-0.05,4
Primates,Saguinus labiatus,3,NA,NA,NA,NA,NA,144.16,1,0.19,0.32,299.3,1.84,NA,NA,14.08,NA,NA,5.25,NA,2,NA,NA,NA,1.21,NA,NA,253794.53,-1.74,-11.07,-6.4,-59.06,-69.53,-64.29,2.41,0.15,12
Primates,Saguinus leucopus,3,NA,NA,NA,5,NA,142.5,1,NA,NA,NA,2,NA,NA,10.57,NA,NA,7.5,NA,2,2,NA,NA,NA,NA,NA,38875.35,8.78,3.82,6.3,-73.95,-75.81,-74.88,71.85,0.08,7
Primates,Saguinus martinsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9116.87,-1.47,-2.38,-1.92,-56.42,-57.52,-56.97,1.59,0.04,NA
Primates,Saguinus melanoleucus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47371.93,-6.8,-10.05,-8.42,-70.03,-72.8,-71.42,1.46,0.03,NA
Primates,Saguinus midas,3,NA,730,NA,4,NA,138.24,1,0.05,0.09,206.83,2.02,NA,184.8,10.98,NA,841.82,5.55,NA,2,2,69.6,NA,1.46,NA,NA,1524401.32,8.02,-8.37,-0.17,-45.3,-64.84,-55.07,5.3,0.12,18
Primates,Saguinus mystax,3,NA,NA,NA,5,NA,148.28,1,0.21,NA,168.5,1.93,NA,NA,30.98,NA,556.85,5.4,NA,2,2,NA,NA,1.62,NA,NA,557860.63,-2.65,-9.82,-6.23,-62.13,-75.82,-68.98,1.19,0.08,15
Primates,Saguinus niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295763.89,-0.08,-5.48,-2.78,-46.16,-52.57,-49.37,12.41,0.14,NA
Primates,Saguinus nigricollis,3,NA,850.45,NA,NA,NA,NA,1,0.25,0.4,NA,1.82,NA,182.4,13.33,NA,NA,6.3,NA,2,NA,82.53,NA,NA,NA,NA,63703.04,-1.83,-4.25,-3.04,-68.12,-73.22,-70.67,2.1,0.09,15
Primates,Saguinus oedipus,3,NA,942.91,NA,4,NA,166.49,1,0.06,0.17,233.06,1.9,NA,277.2,45.52,NA,680.38,7.05,NA,2,2,49.85,NA,1.38,NA,NA,51020.84,11.02,7.42,9.22,-74.57,-76.93,-75.75,168.35,0.1,21
Primates,Saguinus pileatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82904.59,-3.5,-6.69,-5.09,-62.28,-67.56,-64.92,0.84,0.1,NA
Primates,Saguinus tripartitus,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12544.34,-1.5,-2.49,-2,-75.82,-77.27,-76.55,1.37,0.06,4
Artiodactyla,Saiga borealis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125569.97,49,44.35,46.67,99.24,91.7,95.47,1.04,0.01,NA
Artiodactyla,Saiga tatarica,3,NA,NA,NA,2,NA,148.49,2,NA,NA,365,1.5,NA,144,0.75,517.5,332.65,27.5,NA,2,1,83.64,NA,1.1,NA,NA,2926916.31,51.61,41.32,46.47,90.5,41.49,65.99,9.45,0.01,12
Primates,Saimiri boliviensis,3,NA,NA,NA,NA,NA,157.79,NA,NA,NA,NA,1.02,NA,NA,28.7,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,1686507.84,-2.7,-19.4,-11.05,-57.71,-76.44,-67.07,2.74,0.12,9
Rodentia,Spalax graecus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43748.63,48.48,43.6,46.04,27.5,24.39,25.95,134,-0.01,NA
Rodentia,Spalax judaei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Spalax leucodon,NA,NA,NA,127.74,4,NA,29.18,1,NA,NA,NA,3.24,1,54,NA,1,NA,1,NA,1,2,57.74,NA,NA,NA,NA,714434.38,48.48,38.29,43.38,31.35,15.7,23.52,106.2,-0.01,6
Rodentia,Spalax microphthalmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732950.44,54.25,43.64,48.94,48.69,29.5,39.1,63.15,0.01,1
Rodentia,Spalax nehringi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597695.95,41.7,35.21,38.45,45.07,27.31,36.19,67.95,0.06,NA
Rodentia,Spalax uralensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31510.94,51.87,48.59,50.23,58.14,53.53,55.83,4.64,-0.02,NA
Rodentia,Spalax zemni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203090.75,51.24,46.54,48.89,34.55,24.07,29.31,83.3,-0.00978906304031429,NA
Rodentia,Spelaeomys florensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carnivora,Speothos venaticus,3,14,NA,NA,1,NA,67.78,1,NA,NA,247.94,3.8,NA,124,NA,NA,344.87,NA,8,1,3,127.3,NA,1.33,NA,NA,9703966.13,11.6,-26.26,-7.32,-38.86,-77.99,-58.42,20.52,0.12,5
Rodentia,Spermophilopsis leptodactylus,NA,NA,NA,NA,NA,NA,45.62,1,NA,NA,NA,4.5,1,NA,NA,NA,NA,NA,NA,1,NA,41.76,404.1,NA,NA,NA,1209953.8,45.69,34.15,39.92,79.37,52.7,66.03,18.95,0.09,3
Rodentia,Spermophilus adocetus,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,31030.21,19.44,17.93,18.68,-99.46,-103,-101.23,41.11,0.08,1
Rodentia,Spermophilus alashanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197144.17,45.36,32.9,39.13,106.28,98.92,102.6,36.69,0.06,NA
