host,hostOrder,parasite,parType,banesh,brook,eid,gmpd,nhml,oli
Fulmarus glacialis,Procellariiformes,Anisakis simplex,helminth,0,0,1,0,1,0
Fulmarus glacialis,Procellariiformes,Contracaecum variegatum,helminth,0,0,0,0,1,0
Fulmarus glacialis,Procellariiformes,Renicola fulmari,helminth,0,0,0,0,1,0
Fulmarus glacialis,Procellariiformes,Seuratia shipleyi,helminth,0,0,0,0,1,0
Fulmarus glacialis,Procellariiformes,Stegophorus stellaepolaris,helminth,0,0,0,0,1,0
Fulmarus glacialis,Procellariiformes,Tetrabothrius erostris,helminth,0,0,0,0,1,0
Fulmarus glacialis,Procellariiformes,Wardium cirrosa,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Amphimerus arcticus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Andracantha gravida,helminth,0,0,1,0,1,0
Gavia immer,Gaviiformes,Andracantha phalacrocoracis,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Apophallus brevis,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Armadoskrjabinia rostellata,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Austrobilharzia terrigalensis,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Baruscapillaria mergi,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Capillaria mergi,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Clinostomum complanatum,helminth,0,0,1,0,1,0
Gavia immer,Gaviiformes,Confluaria capillaris,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Contracaecum variegatum,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Corynosoma anatarium,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Corynosoma semerme,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Corynosoma strumosum,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Cosmocephalus obvelatus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Cotylurus erraticus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Cotylurus platycephalus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Cryptocotyle concava,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Cryptocotyle lingua,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Cyathostoma pheniscus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Cyclustera ibisae,helminth,1,0,0,0,1,0
Gavia immer,Gaviiformes,Dendritobilharzia pulverulenta,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Diplostomum gavium,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Diplostomum immer,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Drepanidotaenia lanceolata,helminth,1,0,0,0,1,0
Gavia immer,Gaviiformes,Dubininolepis pseudorostellatus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Dubininolepis rostellata,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Echinochasmus skrjabini,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Echinochasmus spinulosus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Echinostoma revolutum,helminth,0,0,1,0,1,0
Gavia immer,Gaviiformes,Erschoviorchis lintoni,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Euamphimerus sibiricus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Himasthla alincia,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Ichthyocotylurus erraticus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Ichthyocotylurus platycephalus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Mesorchis denticulatus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Mesostephanus appendiculatoides,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Microparyphium facetum,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Microphallus forresteri,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Microphallus nicolli,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Microsomacanthus pseudorostellatus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Neovalipora parvispinae,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Odhneria odhneri,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Paracuaria adunca,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Paricterotaenia ransomi,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Parorchis acanthus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Phagicola longa,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Phagicola longus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Plotnikovia fodiens,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Plotnikovia podilymbae,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Polymorphus brevis,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Posthodiplostomum minimum,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Prosthogonimus ovatus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Pseudopsilostoma varium,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Renicola pollaris,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Ribeiroia ondatrae,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Schistocephalus solidus,helminth,1,0,0,0,1,0
Gavia immer,Gaviiformes,Sciadiocara rugosa,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Southwellina hispida,helminth,1,0,1,0,1,0
Gavia immer,Gaviiformes,Splendidofilaria fallisensis,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Stegophorus diomedeae,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Stegophorus stellaepolaris,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Stephanoprora pseudoechinatum,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Stictodora lariformicola,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Streptocara crassicauda,helminth,1,0,0,0,1,0
Gavia immer,Gaviiformes,Streptocara formosensis,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Streptocara formosus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Tanaisia fedtschenkoi,helminth,0,0,1,0,1,0
Gavia immer,Gaviiformes,Tetrabothrius immerinus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Tetrabothrius macrocephalus,helminth,0,0,0,0,1,0
Gavia immer,Gaviiformes,Tylodelphys immer,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Ascaris depressa,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Baruscapillaria falconis,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Capillaria falconis,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Diplostomum variabile,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Holostomum macrocephalum,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Metagonimus yokogawai,helminth,0,0,1,0,1,0
Haliaeetus albicilla,Accipitriformes,Nematostrigea serpens,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Neodiplostomum acutum,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Neodiplostomum microcotyle,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Neodiplostomum perlatum,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Neodiplostomum spathoides,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Neodiplostomum Conodiplostomum,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Neogogatea rauschi,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Paracoenogonimus ovatus,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Philophthalmus lucipetus,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Pygidiopsis genata,helminth,0,0,0,0,1,0
Haliaeetus albicilla,Accipitriformes,Strigea falconis,helminth,0,0,0,0,1,0
Milvus migrans,Accipitriformes,Baruscapillaria falconis,helminth,0,0,0,0,1,0
Milvus migrans,Accipitriformes,Centrorhynchus maryasis,helminth,0,0,0,0,1,0
Milvus migrans,Accipitriformes,Contracaecum haliaeti,helminth,0,0,0,0,1,0
Milvus migrans,Accipitriformes,Dispharynx karachii,helminth,0,0,0,0,1,0
Milvus migrans,Accipitriformes,Eucoleus dispar,helminth,0,0,0,0,1,0
Milvus migrans,Accipitriformes,Idiogenes flagellum,helminth,0,0,0,0,1,0
Milvus migrans,Accipitriformes,Neodiplostomum obscurum,helminth,0,0,0,0,1,0
Milvus migrans,Accipitriformes,Philophthalmus mirzai,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Acuaria anthuris,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Acuaria muelleri,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Acuaria skrjabini,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Anomotaenia dehiscens,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Anomotaenia passerina,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Anonchotaenia globata,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Anonchotaenia magniuterina,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Anonchotaenia meerutensis,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Aonchotheca Avesaonchotheca,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Baruscapillaria angusta,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Baruscapillaria corvorum,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Baruscapillaria obsignata,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Baylisascaris procyonis,helminth,0,0,1,0,1,0
Passer domesticus,Passeriformes,Birovilepis spasskayae,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Borgarenkolepis dehiscens,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Brachydistomum ventricosum,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Brachylaima erinacei,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Brachylaima fuscatus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Brachylaima nicolli,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Capillaria angusta,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Capillaria caudinflata,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Capillaria tridens,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Capillaria Tridentocapillaria,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Choanotaenia musculosa,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Choanotaenia passerina,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Collyriclum faba,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Dilepis passeris,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Dispharynx nasuta,helminth,1,0,0,0,1,0
Passer domesticus,Passeriformes,Dispharynx spiralis,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Echinostoma revolutum,helminth,0,0,1,0,1,0
Passer domesticus,Passeriformes,Eufilaria sergenti,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Eumegacetes emendataus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Eumegacetes medioximus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Hymenolepis clerci,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Hymenolepis passeris,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Laterotrema vexans,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Leucochloridium macrostoma,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Leucochloridium parcum,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Leucochloridium subtilis,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Mediorhynchus micracanthus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Mediorhynchus papillosus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Microtetrameres minima,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Mogheia domesticus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Mogheia hydrabadensis,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Mogheia laturensis,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Monopylidium passerinum,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Orthoskrjabinia bobica,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Paraurotocus fusiformis,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Passerilepis crenata,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Passerilepis fringillarum,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Passerilepis passeris,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Plagiorchis brauni,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Plagiorchis elegans,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Plagiorchis maculosus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Plagiorchis marii,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Plagiorchis multiglandularis,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Plagiorhynchus cylindraceus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Plagiorhynchus Prosthorhynchus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Prosthogonimus cuneatus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Prosthogonimus ovatus,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Pterothominx Avesaonchotheca,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Raillietina galeritae,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Raillietina Raillietina,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Splendidofilaria pavlovskyi,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Tamerlania zarudnyi,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Tanaisia inopina,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Tetrameres minima,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Urogonimus macrostomum,helminth,0,0,0,0,1,0
Passer domesticus,Passeriformes,Urotocus fusiformis,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Alloheterophyes chini,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Alloheterophyes superspinata,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Aploparaksis Aploparaksis,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Apophallus muehlingi,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Aporchis rugosus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Baruscapillaria carbonis,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Capillaria carbonis,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Capillaria contorta,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cercarioides aharonii,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cercarioides baylisi,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Choanotaenia porosa,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Clinostomum complanatum,helminth,0,0,1,0,1,0
Sterna hirundo,Charadriiformes,Cosmocephalus obvelatus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cotylurus erraticus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cotylurus pileatus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cotylurus platycephalus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cryptocotyle concava,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cryptocotyle lingua,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cyathocotyle oviformis,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Cyathocotyloides dubius,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Dilepis undula,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diphyllobothrium ditremum,helminth,1,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum chromatophorum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum commutatum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum flexicaudum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum gobiorum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum helveticum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum huronense,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum murrayense,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum nordmanni,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum repandum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum rutili,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum spathaceum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Diplostomum volvens,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Dispharynx nasuta,helminth,1,0,0,0,1,0
Sterna hirundo,Charadriiformes,Echinochasmus bursicola,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Echinoparyphium baculus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Echinoparyphium clerci,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Echinostoma revolutum,helminth,0,0,1,0,1,0
Sterna hirundo,Charadriiformes,Erschoviorchis lintoni,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Eucoleus contortus,helminth,1,0,0,0,1,0
Sterna hirundo,Charadriiformes,Eucoleus laricola,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Eufilaria lari,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Eulimdana metcalforum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Galactosomum baylisi,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Galactosomum dollfusi,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Galactosomum lacteum,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Galactosomum puffini,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Galactosomum ussuriense,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Gigantobilharzia acotylea,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Heterophyes heterophyes,helminth,0,0,1,0,1,0
Sterna hirundo,Charadriiformes,Heterophyes superspinata,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Heterotestophyes sobolevi,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Hymenolepis fusus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Ichthyocotylurus erraticus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Ichthyocotylurus pileatus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Ichthyocotylurus platycephalus,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Lateriporus clerci,helminth,0,0,0,0,1,0
Sterna hirundo,Charadriiformes,Ligula intestinalis,helminth,1,0,0,0,1,0
