Ref_ID,First_Author,Author_All,Journal,YearPublished,Title,Database,DateAccessed,DOI,ISBN
289,Ouyang,"Ouyang, Sharp, Quetting, Hau",EVOL BIOL,2013,"Endocrine phenotype, reproductive success and survival in the great tit, Parus major",null,null,10.1111/jeb.12202,null
8,Barron,"Barron, Webster, Schwabl",GEN COMP ENDOCRINOL,2013,Body condition influences sexual signal expression independent of circulating androgens in male red-backed fairy-wrens,null,null,10.1016/j.ygcen.2012.12.005,null
38,Angelier,"Angelier, Wingfield, Trouve, Grissac, Chastel",GEN COMP ENDOCRINOL,2013,"Modulation of the prolactin and corticosterone stress responses: do they tell the same story in a long-lived bird, the cape petrel?",null,null,http://dx.doi.org/10.1016/j.ygcen.2012.10.008,null
262,Jaatinen,"Jaatinen, Seltmann, Hollmen, Atkinson, Mashburn, Ost",GEN COMP ENDOCRINOL,2013,Context dependency of baseline glucocorticoids as indicators of individual quality in a capital breeder,null,null,10.1016/j.ygcen.2013.06.022,null
316,Wilcoxen,"Wilcoxen, Bridge, Boughton, Hahn, Schoech",GEN COMP ENDOCRINOL,2013,Physiology of reproductive senescnece in Florida scrub-jays: results from a long-term study and GnRH challenge,null,null,10.1016/j.ygcen.2013.09.016,null
427,Gonzalez-Gomez,"Gonzalez-Gomez, Merrill, Ellis, Venegas, Pantoja, Vasquez, Wingfield",GEN COMP ENDOCRINOL,2013,Breaking down seasonality: androgen modulation and stress response in a highly stable environment,null,null,http://dx.doi.org/10.1016/j.ygcen.2013.05.007,null
489,Bauer,"Bauer, Skaff, Bernard, Trevino, Ho, Romero, Ebensperger, Hayes",GEN COMP ENDOCRINOL,2013,Habitat type influences endocrine stress response in the degu (Octodon degus ),null,null,10.1016/j.ygcen.2013.02.036,null
572,Vitousek,"Vitousek, Romero",GEN COMP ENDOCRINOL,2013,Stress responsiveness predicts individual variation in mate selectivity,null,null,10.1016/j.ygcen.2013.03.009,null
20,DuRant,"DuRant, Hopkins, Hepp, Romero",HORM BEHAV,2013,Energetic constraints and parental care: is corticosterone indicative of energetic costs of incubation in a precocial bird?,null,null,10.1016/j.yhbeh.2012.12.001,null
61,Almasi,"Almasi, Roulin, Jenni",HORM BEHAV,2013,Corticosterone shifts reproductive behaviour towards self-maintenance in the barn owl and is linked to melanin-based coloration in females,null,null,10.1016/j.yhbeh.2013.03.001,null
196,Villavicencio,"Villavicencio, Apfelbeck, Goymann",HORM BEHAV,2013,"Experimental induction of social instability during early breeding does not alter testosterone levels in male black redstarts, a socially monogamous songbird",null,null,10.1016/j.yhbeh.2013.08.005,null
307,Thierry,"Thierry, Brajon, Massemin, Handrich, Chastel, Raclot",HORM BEHAV,2013,"Decreased prolactin levels reduce parental commitment, egg temperatures, and breeding success of incubating male Adelie penguins",null,null,10.1016/j.yhbeh.2013.06.003,null
308,Thierry,"Thierry, Massemin, Handrich, Raclot",HORM BEHAV,2013,Elevated corticosterone levels and severe weather conditions decrease parental investment of incubating Adelie penguins,null,null,10.1016/j.yhbeh.2012.12.011,null
321,Wojczulanis-Jakubas,"Wojczulanis-Jakubas, Jakubas, Chastel",HORM BEHAV,2013,Behavioural and hormonal stress responses during chick rearing do not predict brood desertion by female in a small Arctic searbird,null,null,10.1016/j.yhbeh.2013.07.001,null
542,Rogers,"Rogers, Neff, Knapp",HORM BEHAV,2013,Androgen-mediated nurturing and aggressive behaviors during paternal care in bluegill sunfish (Lepomis macroshirus),null,null,10.1016/j.yhbeh.2012.12.008,null
511,Hews,"Hews, Abell",J COMP PHYSIOL B,2013,The breeding season duration hypothesis: acute handling stress and total plasma concentrations of corticosterone and androgens in male and female striped plateau lizards (Sceloporus virgatus),null,null,10.1007/s00360-013-0766-z,null
78,Davies,"Davies, Rodriguez, Sweazea, Deviche",PHYSIOL BIOCHEM ZOOL,2013,The effect of acute stress and long-term corticosteroid administration on plasma metabolites in an urban and desert songbird,null,null,10.1086/667990,null
244,Addis,"Addis, Clark, Vasquez, Wingfield",PHYSIOL BIOCHEM ZOOL,2013,Seasonal modulation of testosterone during breeding of the rufous-collared sparrow (Zonotrichia capensis australis) in southern Patagonia,null,null,10.1086/673868,null
296,Schmid,"Schmid, Tam-Dafond, Jenni-Eiermann, Arlettaz, Schaub, Jenni",PHYSIOL ECOL,2013,"Modulation of the adrenocortical response to acute stress with respect to brood value, reproductive success and survival in the Eurasian hoopoe",null,null,10.1007/s00442-013-2598-7,null
29,Jacobs,"Jacobs, Elliott, Gaston",PLOS ONE,2013,"Parents are a drag: long-lived birds share the cost of increased foraging effort with their offspring, but males pass on more of the costs than females",null,null,10.1371/journal.pone.0054594,null
197,Rosvall,Rosvall,PLOS ONE,2013,Life history trade-offs and behavioral sensitivity to testosterone: an experimental test when female aggression and maternal care co-occur,null,null,10.1371/journal.pone.0054120,null
433,Shoji,"Shoji, Elliot, O'Reilly, Gatson",PLOS ONE,2013,"High corticosterone, not high energy costs, correlates with reproductive success in the burrow-nesting ancient murrelet",null,null,http://dx.doi.org/10.1371/journal.pone.0084280,null
488,Kozio?,"Kozio?, Koziorowski",SMALL RUMINANT RES,2013,Steroid hormones in peripheral blood plasma and androgen receptors in testis and epididymis of roe deer male (Capreolus capreolus) during the reproduction season,null,null,http://dx.doi.org/10.1016/j.smallrumres.2013.09.008,null
282,Newman,"Newman, Zanette, Clinchy, Goodenough, Soma",STRESS,2013,Stress in the wild: chronic predator pressure and acute restraint affect plasma DHEA and corticosterone levels in a songbird,null,null,10.3109/10253890.2012.723076,null
515,Ikonomopoulou,"Ikonomopoulou, Bradley, Ibrahim, Limpus, Fernandez-Rojo, Vagenas, Whittier",ADV ZOOL,2014,Hormone and metabolite profiles in nesting green and flatback turtles: turtle species with different life histories,null,null,10.1155/2014/503209,null
194,Horton,"Horton, Moore, Maney",ANIM BEHAV,2014,"New insights into the hormonal and behavioural correlates of polymorphism in white-throated sparrows, Zonotrichia albicollis",null,null,10.1016/j.anbehav.2014.04.015,null
434,Kaiser,"Kaiser, Sillett, Webster",ANIM BEHAV,2014,Phenotypic plasticity in hormonal and behavioural responses to changes in resource conditions in a migratory songbird,null,null,10.1016/j.anbehav.2014.07.004,null
436,Ouyang,"Ouyang, van Oers, Quetting, Hau",ANIM BEHAV,2014,Becoming more like your mate: hormonal similarity reduces divorce rates in a wild songbird,null,null,10.1016/j.anbehav.2014.09.032,null
441,Thierry,"Thierry, Brajon, Spee, Raclot",BEHAV ECOL SOCIOBIOL,2014,Differential effects of icnreased corticosterone on behavior at the nest and reproductive output of chick-rearing Adelie penguins,null,null,10.1007/s00265-014-1685-z,null
443,Wojczulanis-Jakubas,"Wojczulanis-Jakubas, Jakubas, Chastel",BEHAV ECOL SOCIOBIOL,2014,"Different tactics, one goal: Intitial reproductive investments of males and females in a small arctic seabird",null,null,10.1007/s00265-014-1761-4,null
447,Noble,"Noble, Fanson, Whiting",BIOL J LINN SOC,2014,"Sex, androgens, and whole-organism performance in an Australian lizard",null,null,10.1111/bij.12252,null
306,Taylor,"Taylor, Vradenburg, Smith, Lovern, McMurry",CAN J ZOOL,2014,Effects of anthropogenic and environmental stress on the corticosterone levels of wintering northern pintails (Anas acuta),null,null,10.1139/cjz-2013-0105,null
300,Seltmann,"Seltmann, Jaatinen, Steele, Ost",ETHOLOGY,2014,Boldness and stress responsiveness as drivers of nest site selection in a ground nesting bird,null,null,10.1111/eth.12181 ,null
169,Villavicencio,"Villavicencio, Alpeflbeck, Goymann",FRONT ZOOL,2014,"Parental care, loss of paternity and circulating levels of testosterone and corticosterone in a socially monogamous song bird",null,null,10.1186/1742-9994-11-11,null
496,Anderson,"Anderson, Cree, Towns, Nelson",GEN COMP ENDOCR,2014,Modulation of corticosterone secretion in tuatara (Sphenodon punctatus): evidence of a dampened stress response in gravid females,null,null,10.1016/j.ygcen.2014.03.035,null
529,Woodley,"Woodley, Freeman, Ricciardella",GEN COMP ENDOCR,2014,"Environmental acidification is not associated with altered plasma corticosterone levels in the stream-side salamander, Desmognathus ochrophaeus",null,null,10.1016/j.ygcen.2014.03.019,null
556,Jeffrey,"Jeffrey, Cooke, Gilmour",GEN COMP ENDOCR,2014,Regulation of hypothalamic-pituitary-interrenal axis function in male smallmouth bass (Micropterus dolomieu) during parental care,null,null,10.1016/j.ygcen.2014.05.023,null
177,Villavicencio,"Villavicencio, Blas, Goymann",GEN COMP ENDOCRINOL,2014,The number of life-history stages does not influence the androgen responsiveness to male-male interactions: sedentary and migratory black redstarts (Phoenicurus ochruros) do not elevate testosterone in response to stimulated territorial intrusions,null,null,10.1016/j.ygcen.2014.04.017,null
185,Deviche,"Deviche, Beouche-Helias, Davies, Gao, Lane, Valle",GEN COMP ENDOCRINOL,2014,"Regulation of plasma testosterone, corticosterone, and metabolites in response to stress, reproductive stage, and social challenges in a desert male songbird",null,null,10.1016/j.ygcen.2014.01.010,null
429,Davis,"Davis, Guinan",GEN COMP ENDOCRINOL,2014,Parental behavior correlates to baseline corticosterone of mates and offspring in nesting eastern bluebirds (Sialia sialis),null,null,http://dx.doi.org/10.1016/j.ygcen.2014.03.020,null
431,Grunst,"Grunst, Grunst",GEN COMP ENDOCRINOL,2014,"Song complexity, song rate, and variation in the adrenocortical stress response in song sparrows (Melospiza melodia)",null,null,http://dx.doi.org/10.1016/j.ygcen.2014.03.001,null
435,Love,"Love, Madliger, Bourgeon, Semeniuk, Williams",GEN COMP ENDOCRINOL,2014,Evidence for baseline glucocorticoids as mediators of reproductive investment in a wild bird,null,null,10.1016/j.ygcen.2014.01.001,null
444,Rosvall,"Rosvall, Peterson, Reichard, Ketterson",GEN COMP ENDOCRINOL,2014,Highly context-specific activation of the HPG axis in the dark-eyed junco and implications for the challenge hypothesis,null,null,10.1016/j.ygcen.2014.03.026,null
479,Zhang,"Zhang, Chen, Zhang, Li",GEN COMP ENDOCRINOL,2014,Differences in the reproductive hormone rhythm of tree sparrows (Passer montanus) from urban and rural sites in Beijing: the effect of anthropogenic light sources,null,null,10.1016/j.ygcen.2014.05.020,null
442,Vitousek,"Vitousek, Jenkins, Safran",HORM BEHAV,2014,Stress and success: individual differences in the glucocorticoid stress response predict behavior and reproductive success under high predation risk,null,null,10.106/j.yhbeh.2014.11.004,null
481,Taff,"Taff, Freeman-Gallant",HORM BEHAV,2014,An experimental test of the testosterone mediated oxidative handicap hypothesis in a wild bird,null,null,10.1016/j.yhbeh.2014.05.006,null
514,Husak,"Husak, Lovern",HORM BEHAV,2014,Variation in steroid hormone levels among Caribbean Anolis lizards: endocrine system convergence,null,null,10.1016/j.yhbeh.2014.03.006,null
195,Pham,"Pham, Queller, Tarvin, Murphy",J AVIAN BIOL,2014,Honesty of dynamic female aggressive status signal: baseline testosterone relates to bill color in female American goldfinches,null,null,10.1111/j.1600-048X.2013.00286.x ,null
430,Grunst,"Grunst, Rotenberry, Grunst",J AVIAN BIOL,2014,Variation in andrenocortical stress physiology and condition metrics within a heterogenous urban environment in the song sparrow Melospiza melodia,null,null,10.1111/jav.00459,null
492,Benmouloud,"Benmouloud, Amirat, Khammar, Patchev, Exbrayat, Almeida",J COMP PHYSIOL,2014,"Androgen receptor-mediated regulation of adrenocortical activity in the sand rat, Psyammomys obesus",null,null,10.1007/s00360-014-0859-3,null
404,Chiver,"Chiver, Stutchbury,Morton",J FIELD ORNITH,2014,Seasonal variation in male testosterone levels in a tropical bird with year-round territoriality ,null,null,10.1111/jofo.12044,null
498,Boretto,"Boretto, Fornes, Jahn, Acosta, Ibarguengoytia",J HERPETOL,2014,"Testosterone cycle and regulation of reproductive events in the lizard Phymaturus punae (Liolaemidae) from the highlands of the Andes, Argentina",null,null,10.1670/12-171,null
512,Holding,"Holding, Frazier, Dorr, Henningsen, Moore, Taylor",J HERPETOL,2014,Physiological and behavioral effects of repeated handling and short-distance translocations on free-ranging northern Pacific rattlesnakes (Crotalus oreganus oreganus),null,null,10.1670/11-314,null
524,Paitz,"Paitz, Clairardin, Gould, Hicke, Zimmerman, Bowden",J HERPETOL,2014,Corticosterone levels during the nesting process in red-eared sliders (Trachemys scripta),null,null,10.1670/13-040,null
437,Rivers,"Rivers, Liebl, Martin, Betts",J ORNITHOL,2014,Corticosterone in territorial male Swainson's thrushes varies in relation to forest age but not vegetation cover,null,null,10.1007/s10336-013-1037-1,null
480,Moreno,"Moreno, Gil, Cantarero, Lopez-Arrabe",J ORNITHOL,2014,Extent of a white plumage patch covaries with testosterone levels in female pied flycatchers Ficedula hypoleuca,null,null,10.1007/s10336-014-1046-8,null
440,Villanueva,"Villanueva, Walker, Bertellotti",J WILDLIFE MANAGE,2014,Seasonal variation in the physiological and behavioral responses to tourist visitation in Magellanic penguins,null,null,10.1002/jwmg.791,null
493,Aguilar,"Aguilar, Rodel, Vazquez, Nicolas, Rodriguez-Martinez, Bautista, Martinez-Gomez",MAMMAL BIOL,2014,Seasonal changes in testosterone levels in wild Mexican cottontails Sylvilagus cunicularius,null,null,http://dx.doi.org/10.1016/j.mambio.2014.02.002,null
428,Cottin,"Cottin, MacIntosh, Kato, Takahashi, Debin, Raclot, Ropert-Coudert",MARINE ECOLOGY PROGRESS SERIES,2014,Corticosterone administration leads to a transient alteration of foraging behavior in a diving seabird,null,null,10.3354/meps10618,null
438,Schultner,"Shultner, Moe, Chastel, Tartu, Bech, Kitaysky",MARINE ECOLOGY PROGRESS SERIES,2014,Corticosterone mediates carry-over effects between breeding and migration in the kittiwake Rissa tridactyla,null,null,10.3354/meps10603,null
513,Holding,"Holding, Frazier, Dorr, Pollock, Muelleman, Branske, Henningsen, Eikenaar, Escallon, Montgomery, Moore, Taylor",PHYSIOL BIOCHEM ZOOL,2014,"Wet- and dry-season steroid hormone profiles and stress reactivity of an insular dwarf snake, the Hog Island boa (Boa constrictor imperator)",null,null,10.1086/675938,null
432,Henderson,"Henderson, Evans, Heidinger, Adams, Arnold",PLOS ONE,2014,Maternal condition but not corticosterone is linked to offspring sex ratio in a passerine bird,null,null,10.1371/journal.pone.0110858,null
547,Waltrick,"Waltrick, Jones, Simpfendorfer, Awruch",PLOS ONE,2014,Endocrine control of embyronic diapause in the Australian sharpnose shark Rhizoprionodon taylori,null,null,10.1371/journal.pone.0101234,null
584,Ryan,"Ryan, Anderson, Berkvens, Hare",PLOS ONE,2014,Maternal gestational cortisol and testosterone are associated with trade-offs in offspring sex and number in a free-living rodent (Urocitellus richardsonii),null,null,10.1371/journal.pone.0111052,null
509,Hamlin,"Hamlin, Lowers, Kohno, Mitsui-Wantanabe, Amano, Hara, Ohta, Miyagawa, Iguchi, Guillette",REPRODUCTION RES,2014,The reproductive hormone cycle of adult female American alligators from a barrier island population,null,null,10.1530/REP-14-0031,null
305,Tartu,"Tartu, Agelier, Herzke, Moe, Bech, Gabrielsen, Bustnes, Chastel",SCI TOTAL ENVIRON,2014,The stress of being contaminated? Adrenocortical function and reproduction in relation to persistent organic pollutants in female black legged kittiwakes,null,null,10.1016/j.scitotenv.2014.01.060,null
406,DeVries,"DeVries, Winters, Jawor",ANIM BEHAV,2015,Testosterone might not be necessary to support female aggression in female northen cardinals,null,null,10.1016/j.anbehav.2015.06.016,null
407,Schwabl,"Schwabl, Dowling, Baldaserre, Gahr, Lindsay, Webster",ANIM BEHAV,2015,Variation in song system anatomy and androgen levels does not correspond to song characteristics in a tropical songbird,null,null,10.1016/j.anbehav.2015.03.006,null
483,Barron,"Barron, Webster, Schwabl",ANIM BEHAV,2015,Do androgens link morphology and behavior to produce phenotype-specific behavioural strategies?,null,null,http://dx.doi.org/10.1016/j.anbehav.2014.11.016,null
424,Madliger,"Madliger, Semeiuk, Harris, Love",BIOL CONSERV,2015,Assessing baseline stress physiology as an integrator of environmental quality in a wild avian population: implications for use as a biomarker,null,null,http://dx.doi.org/10.1016/j.biocon.2015.10.021,null
531,Smith,"Smith, Schuett, Amarello",BIOL J LINN SOC,2015,"Male mating success in a North American pitviper: influence of body size, testosterone, and spatial metrics",null,null,10.1111/bij.12490,null
612,Kumar,"Kumar, Arasu, Kailasam, Sukumarran, Subbruj, Tyagraj, Natarajan",BIOL RHYTHM RES,2015,Gonadal development and steroid hormone profile of wild caught grey mullet (Mugil cephalus),null,null,10.1080/09291016.2015.1034974,null
426,Walker,"Walker, Boersma, Wingfield",CAN J ZOOL,2015,"The glucocorticoid stress response in Magellanic penguins (Spheniscus magellanicus): comparing within and between breeding seasons by age and colony, after fighting, and with other penguin species",null,null,dx.doi.org/10.1139/cjz-2014-0216,null
413,Morris,"Morris, Faabord, Washburn, Millspaugh",CONSERVATION PHYSIOL,2015,Predator-induced renesting and reproductive effor in indigo buntings: more work for less pay?,null,null,10.1093/conphys/cou063,null
506,Graham,"Graham, Ward, Walker, Sterrett, Mendonca",COPEIA,2015,"Sexual dimorphism and seasonal variation of reproductive hormones in the Pascagoula map turtle, Graptemys gibbonsi",null,null,10.1643/CP-13-157,null
408,Barrett,"Barrett, Erikstad, Sandvik, Myksvoll, Jenni-Eiermann, Kristensen, Moum, Reiertsen, Vikebo",ECOL EVOL,2015,The stress hormone corticosterone in a marine top predator reflects short-term changes in food availability,null,null,10.1002/ece3.1438,null
425,Russ,"Russ, Reitemeier, Weissmann, Gottschalk, Einspanier, Klenke",ECOL EVOL,2015,Seasonal and urban effects on the endocrinology of a wild passerine,null,null,10.1002/ece3.1820,null
416,Tartu,"Tartu, Angelier, Bustnes, Moe, Hanssen, Herzke, Gabrielsen, Verboven, Verreault, Labadie, Budzinski, Wingfield, Chastel",ENVIRON POLLUT,2015,Polychlorinated biphenyl exposure and corticosterone levels in seven polar seabird species,null,null,http://dx.doi.org/10.1016/j.envpol.2014.12.007,null
622,Rhody,"Rhody, Davie, Zmora, Zohar, Main, Migaud",GEN COMP ENDOCR,2015,Influence of tidal cycles on the endocrine control of reproductive activity in common snook (Centropomus undecimalis),null,null,10.1016/j.ygcen.2015.08.007,null
630,Fletcher,"Fletcher, Dantzer, Boonstra",GEN COMP ENDOCR,2015,The impact of reproduction on the stress axis of free-living male northern red backed voles (Myodes rutilus) male northern red backed voles (Myodes rutilus),null,null,10.1016/j.ygcen.2015.07.004,null
405,Covino,"Covin, Morris, Moore",GEN COMP ENDOCRINOL,2015,Patterns of testosterone in three Nearctic–Neotropical migrant songbirds during spring passage,null,null,10.1016/j.ygcen.2015.08.012,null
417,Tartu,"Tartu, Lendvai, Blevin, Herzke, Bustamante, Moe, Wing Gabrielsen, Ove Bustness, Chastel",GEN COMP ENDOCRINOL,2015,Increased adrenal responsiveness and delayed hatching date in relation to polychlorinated biphenyl exposure in Arctic-breeding black-legged kittiwakes (Rissa tridactyla),null,null,http://dx.doi.org/10.1016/j.ygcen.2014.12.018,null
485,Davies,"Davies, Behbahaninia, Giraudeau, Meddle, Waited, Deviche",GEN COMP ENDOCRINOL,2015,Advanced seasonal reproductive development in a male urban bird is reflected in earlier plasma luteinizing hormone rise but not energetic status,null,null,10.1016/j.ygcen.2015.05.005,null
409,Buttemer,"Buttemer, Addison, Astheimer",HORM BEHAV,2015,Lack of seasonal and moult-related stress modulation in an opportunistically breeding bird: the white-plumed honeyeater (Lichenostomis penicillatus),null,null,http://dx.doi.org/10.1016/j.yhbeh.2015.02.002,null
499,Davis,"Davis, Leary",HORM BEHAV,2015,Elevated stress hormone diminishes the strength of female preferences for acoustic signals in the green treefrog,null,null,10.1016/j.yhbeh.2015.01.005,null
591,Damjanovic,"Damjanovic, Glauser, Bshary, Ros",HORM BEHAV,2015,Intra- and interspecific social challenges modulate the levels of an androgen precursor in a seasonally territorial tropical damselfish,null,null,10.1016/j.yhbeh.2015.04.011,null
486,Deshmukh,"Deshmukh, Dhamani",INT J LIFE SCI,2015,"Correlative studies on the body weight, testis weight and plasma testosterone of Pteropus giganteus giganteus (Brunnich)",null,null,null,null
415,Small,"Small, Schoech",J COMP PHYSIOL B,2015,"Sex differences in the long-term repeatability of the acutes stress response in long-lived, free-living Florida scrub jays (Aphelocoma coerulescents)",null,null,10.1007/s00360-014-0866-4,null
410,Foltz,"Foltz, Davies, Battle, Greene, Laing, Rock, Ross, Tallant, Vega, Moore",J EXP BIOL,2015,Across time and space: effects of urbanization on corticosterone and body condition vary over multiple years in song sparrows (Melospiza melodia),null,null,10.1002/jez.1906,null
419,Walker,"Walker, Meddle, Romero, Landys, Reneerkens, Wingfield",J EXP ZOOL,2015,Breeding on the extreme edge: modulation of the adrenocortical response to acute stress in high arctic passerines,null,null,10.1002/jez.1923,null
490,Lapointe,"Lapointe, Bauer, Ebensperger, Reed, Romero",J MAMMAL,2015,Livetrapping is not biased by the endocrine stress response: a preliminary study in the degu (Octodon degus),null,null, http://dx.doi.org/10.1093/jmammal/gyv081,null
412,Krause,"Krause, McGuigan, Bishop, Wingfield, Meddle",J NEUROENDOCRINOL,2015,Decreases in mineralocorticoid but not gluccorticoid receptor mRNA expression during the short arctic breeding season in free-living Gambel's white-crowned sparrow (Zonotrichia leucophrys gambelii),null,null,10.1111/jne.12237,null
422,Crossin,"Crossin, Takahashi, Sakamoto, Trathan, Williams",MARINE ECOLOGY PROGRESS SERIES,2015,"Habitat selection by foraging macaroni penguins correlates with hematocrit, an index of aerobic condition",null,null,10.3354/meps11320,null
421,Schance,Schance,"Master's Thesis, University of Oslo",2015,Stress response in pied flycatchers (Ficedula hypoleuca) in relation to monoterritorial and polyterritorial behavior,null,null,http://urn.nb.no/URN:NBN:no-49842,null
423,Hennin,"Hennin, Legagneux, Bety, Williams, Gilchrist, Baker, Love",OECOLOGIA,2015,Pre-breeding energetic management in a mixed-strategy breeder,null,null,10.1007/s00442-014-3145-x,null
411,Krause,"Krause, Meddle, Wingfield",PHYSIOL BIOCHEM ZOOL,2015,The effects of acute restraint stress on plasma levels of prolactin and corticosterone across life-history stages in a short-lived bird: Gambel's white-crowned sparrow (Zonotrichia leucophrys gambelii),null,null,10.1086/683321,null
482,Merrill,"Merrill, Stewart, Gonzalez-Gomez, O'Loghlen, Wingfield, Ellis, Rothstein",PHYSIOL BIOCHEM ZOOL,2015,"Epaulet size and current condition in red-winged blackbirds: examining a semistatic signal, testosterone, immune function, and parasites",null,null,10.1086/679475,null
523,Lind,"Lind, Beaupre",PHYSIOL BIOCHEM ZOOL,2015,"Male snakes allocate time and energy according to individual energetic status: body condition, steroid hormones, and reproductive behavior in timber rattlesnakes, Crotalu horridus",null,null,10.1086/683058,null
508,de Assis,"de Assis, Titon, Barsotti, Titon, Gomes",PLOS ONE,2015,"Effects of acute restraint stress, prolonged captivity stress and transdermal corticosterone application on immunocompetence and plasma levels of corticosterone on the Cururu Toad (Rhinella icterica)",null,null,10.1371/journal.pone.0121005,null
420,Wojczulanis-Jakubas,"Wojczulanis-Jakubas, Jakubas, Chastel, Kulaszewicz",POLAR BIOL,2015,"A big storm in a small body: seasonal changes in body mass, hormone concentations and leukocyte profile in the little auk (Alle alle)",null,null,10.1007/s00300-015-1687-y,null
414,Rohwer,"Rohwer, Bonier, Martin",PROC R SOC,2015,"Conflict between biotic and climatic selective pressures acting on an exteded phenotype in a subarctic, but not temperate, environment",null,null,http://dx.doi.org/10.1098/rspb.2015.1585,null
525,Portelinha,"Portelinha, Jahn, Hapon, Verdade, Pina",S AMER J HERPETOL,2015,"Hormone levels and ultrasound evaluation of Caiman latirostris (Crocodylia, Alligatoridae) ovulation",null,null,10.2994/SAJH-D-14-00030.1,null
418,Tartu,"Tartu, Angelier, Wingfield, Bustamante, Labadie, Budzinski, Weimerskirch, Bustnes, Chastel",SCI TOTAL ENVIRON,2015,"Corticosterone, prolactin and egg neglect behavior in relation to mercury and legavy POPs in a long-lived Antarctic bird",null,null,10.1016/j.scitotenv.2014.10.008,null
530,Titon,"Titon, de Assis, Titon, Barsotti, Flanagan, Gomes",COMP BIOCHEM PHYS A,2016,"Calling rate, corticosterone plasma levels and immunocompetence of Hypsiboas albopunctatus",null,null,10.1016/j.cbpa.2016.06.023,null
528,Winters,"Winters, Carruth, Spotila, Rostal, Avery",GEN COMP ENDOCR,2016,"Endocrine indicators of a stress response in nesting diamondback terrapins to shoreline barriers in Barnegat Bay, NJ",null,null,10.1016/j.ygcen.2016.06.014,null
476,Redmond,"Redmond, Murphy, Cooper, O'Reilly",GEN COMP ENDOCRINOL,2016,Testosterone secretion in a socially monogamouns but sexually promiscuous migratory passerine,null,null,10.1016/j.ygcen.2016.01.012,null
507,Dayger,"Dayger, Lutterschmidt",J EXP BIOL,2016,Seasonal and sex differences in responsiveness to adrenocorticotropic hormone contriute to stress response plasticity in red-sided garter snakes (Thamnophis sirtalis parietalis),null,null,10.1242/jeb.130450,null
495,Styrishave,"Styrishave, Eggers Pedersen, Clarke, Hansen, Bjorklund, Sonne, Dietz",POLAR BIOL,2016,Steroid hormones in multiple tissues of East Greenland polar bears (Ursus maritimus),null,null,10.1007/s00300-016-1922-1,null
648,Wingfield,Wingfield,null,unpublished,null,null,null,null,null
445,Schoenle,"Schoenle, Dudek, Moore, Bonier",null,unpublished,In prep: Elevated glucocorticoids linked to decreased incubation behavior in a female passerine,null,null,null,null
446,Schoenle,Schoenle,null,unpublished,null,null,null,null,null
