Ref_ID,First_Author,Author_All,Journal,YearPublished,Title,Database,DateAccessed,DOI,ISBN
539,Sisneros,"Sisneros, Forlano, Knapp, Bass",GEN COMP ENDOCR,2004,"Seasonal variation of steroid hormone levels in an intertidal-nesting fish, the vocal plainfin midshipman",null,null,10.1016/j.ygcen.2003.12.007,null
278,Moore,"Moore, Walker, Wingfield",GEN COMP ENDOCRINOL,2004,"The effects of combined aromatase inhibitor and anti-androgen on male territorial aggression a tropical population of rufous-collared sparrows, Zonotrichia capensis",null,null,10.1016/j.ygcen.2003.09.012,null
312,Wada,"Wada, Shimizu",GEN COMP ENDOCRINOL,2004,Seasonal changes in adrenocortical responses to acute stress in polygynous male bush warblers,null,null,10.1016/j.ygcen.2003.09.006,null
207,Carlson,"Carlson, Young, Russell, Bennett, McNeilly, Clutton-Brock",HORM BEHAV,2004,Hormonal correlates of dominance in meerkats,null,null,10.1016/s0018-506x(04)00068-6 ,null
19,Barannikova,"Barannikova, Bayunova, Semenkova",J FISH BIOL,2004,"Serum levels of testosterone, 11-ketotestosterone and oestradiol-17b in three species of sturgeon during gonadal development and final maturation induced by hormonal treatment",null,null,10.1111/j.1095-8649.2004.00395.x,null
75,Clinchy,"Clinchy, Zanette, Boonstra, Wingfield, Smith",P ROY SOC B,2004,Balancing food and predator pressure induces chronic stress in songbirds,null,null,10.1098/rspb.2004.2913,null
106,van de Crommencracker,"van de Crommenacker, Richardson, Groothuis, Eising, Dekker, Komdeur",PROC R SOC B,2004,"Testosterone, cuckoldry risk and extra-pair opportunities in the Seychelles warbler",null,null,10.1098/rspb.2004.2697,null
99,Love,"Love, Chin, Wynne-Edwards, Williams",AM NAT,2005,Stress hormones: a link between maternal condition and sex-biased reproductive investment,null,null,10.1086/497440,null
382,Schuett,"Schuett, Hardy, Greene, Earley, Grober, Van Kirk, Murdoch",ANIM BEHAV,2005,Sympatric rattlesnakes with contrasting mating systems show differences in seasonal patterns of plasma sex steroids,null,null,10.1016/j.anbehav.2004.09.028,null
516,Jessop,"Jessop, Hamann",AUSTRAL J ZOOL,2005,"Interplay between age class, sex and stress response in green turtles (Chelonia mydas)",null,null,10.1071/ZO04061,null
398,Wikelski,"Wikelski, Steiger, Gall, Nelson",BEHAV ECOL,2005,"Sex, drugs, and mating role: testosterone-induced phenotype switching in Galapagos marine iguanas",null,null,10.1093/beheco/arh160,null
372,Moore,"Moore, Greene, Lerner, Asher, Krohmer, Hess, Whittier, Mason",BIOL CONSERV,2005,Physiological evidence for reproductive suppression in the introduced population of brown tree snakes (Boiga irregularis) on Guam,null,null,10.1016/j.biocon.2004.04.012,null
402,Heppell,Heppell,COMP BIOCHEM PHYSIOL,2005,"Seasonal fluctuations in androgen levels in females of the hermaphroditic gag, Mycteroperca microlepis, with an emphasis on juvenile animals",null,null,10.1016/j.cbpa.2005.07.009,null
272,Kern,"Kern, Bacon, Long, Cowie",CONDOR,2005,Blood metabolite and corticosterone levels in breeding adult pied flycatchers,null,null,10.1650/0010-5422(2005)107[0665:BMACLI]2.0.CO;2,null
225,Nicol,"Nicol, Andersen, Jones",GEN COMP ENDOCRINOL,2005,Seasonal variations in reproductive hormones in free-ranging echidnas (Tachyglossus aculeatus): interaction between reproduction and hibernation,null,null,10.1016/j.ygcen.2005.05.013,null
74,Chastel,"Chastel, Lacroix, Weimerskirch, Gabrielsen",HORM BEHAV,2005,Modulation of prolactin but not corticosterone responses to stress in relation to parental effort in a long-lived bird,null,null,10.1016/j.yhbeh.2004.10.009,null
131,Schwabl,"Schwabl, Flinks, Gwinner",HORM BEHAV,2005,"Testosterone, reproductive stage and territorial behavior of male and female European stonechats Saxicola torquata",null,null,10.1016/j.yhbeh.2004.08.003,null
157,Mougeot,"Mougeot, Dawson, Redpath, Leckie",HORM BEHAV,2005,Testosterone and autumn territorial behavior in male red grouse Lagopus lagopus scoticus,null,null,10.1016/j.yhbeh.2004.11.021,null
205,Koren,"Koren, Mokady, Geffen",HORM BEHAV,2005,Elevated testosterone levels and social ranks in female rock hyrax,null,null,10.1016/j.yhbeh.2005.10.004 ,null
226,Soto-Gamboa,"Soto-Gamboa, Villalon, Bozinovic",HORM BEHAV,2005,Social cues and hormone levels in male Octodon degus (Rodentia): a field test of the challenge hypothesis,null,null,10.1016/j.yhbeh.2004.11.010,null
578,Rubenstein,"Rubenstein, Wikelski",HORM BEHAV,2005,Steroid hormones and aggression in female Galapagos marine iguanas,null,null,10.1016/j.yhbeh.2005.04.006,null
77,Criscuolo,"Criscuolo, Chastel, Bertile, Gabrielsen, Maho, Raclot",J AVIAN BIOL,2005,"Corticosterone alone does not trigger a short term behavioural shift in incubating female common eiders Somateria mollissima, but does modify long term reproductive success",null,null,10.1111/j.0908-8857.2005.03371.x,null
59,Adams,"Adams, Cockrem, Taylor, Candy, Bridges",PHYSIOL BIOCHEM ZOOL,2005,Corticosterone responses of grey-faced petrels (Pterodroma macroptera gouldi) are higher during incubation than during other breeding stages,null,null,10.1086/423740,null
235,Birukawa,"Birukawa, Ando, Goto, Kanda, Pastene, Luis, Nakatsuji, Hata, Urano",ZOOL SCI,2005,"Plasma and urine levels of electrolytes, urea and steroid hormones involved in the osmoregulation of cetaceans",null,null,10.2108/zsj.22.1245,null
461,Huang,"Huang, Yu",ZOOL SCI,2005,Reproductive characteristics of Bufo bankorensis at two elevations in Taiwan,null,null,10.2108/zsj.22.111,null
518,Leary,"Leary, Garcia, Knapp",AM NAT,2006,Stress hormone is implicated in satellite-caller associations and sexual selection in the Great Plains toad,null,null,10.1086/506975,null
471,Mosconi,"Mosconi, Palermo, Carotti, Kikuyama, Yamamoto, Polzonetti-Magni",AMPHIBIA-REPTILIA,2006,"Neuroendocrine modulation of stress response in the anuran, Rana esculenta",null,null,10.1163/156853806778190141,null
187,Fedy,"Fedy, Stutchbury",AUK,2006,"Testosterone does not increase in response to conspecific challenges in the white-bellied antbird (Myrmeciza longipes), a resident tropical passerine",null,null,10.1642/0004-8038(2006)123[0061:TDNIIR]2.0.CO;2,null
51,Bonier,"Bonier, Martin, Sheldon, Jensen, Foltz, Wingfield",BEHAV ECOL,2006,Sex-specific consequences of life in the city,null,null,10.1093/beheco/arl050,null
188,Peters,"Peters, Delhay, Goymann, Kempenaers",BEHAV ECOL SOCIOBIOL ,2006,Age-dependent association between testosterone and crown UV coloration in male blue tits (Parus caeruleus),null,null,10.1007/s00265-005-0095-7,null
552,Cooke,"Cooke, Hinch, Crossin, Patterson, Englsih, Shrimpton, Van Der Kraak, Farrell",CAN J FISH AQUAT SCI,2006,Physiology of individual late-run Frasier River sockeye salmon (Oncorhynchus nerka) sampled in the ocean correlates with fate during spawning migration,null,null,10.1139/F06-042,null
290,Owen-Ashley,"Owen-Ashley, Wingfield",EXP BIOL,2006,Seasonal modulation of sickness behavior in free-living northwestern song sparrows (Melospiza melodia morphna),null,null,10.1242/?jeb.02371,null
132,Navara,"Navara, Sieferman, Hill, Mendonça",FUNCT ECOL,2006,Yolk androgens vary inversely to maternal androgens in eastern bluebirds: an experimental study,null,null,10.1111/j.1365-2435.2006.01114.x,null
62,Angelier,"Angelier, Shaffer, Weimerskirch, Chastel",GEN COMP ENDOCR,2006,"Effect of age, breeding experience and senescence on corticosterone and prolactin levels in a long-lived seabird: the wandering albatross",null,null,10.1016/j.ygcen.2006.04.006,null
76,Cockrem,"Cockrem, Potter, Candy",GEN COMP ENDOCR,2006,"Corticosterone in relation to body mass in Adelie penguins (Pygoscelis adeliae) affected by unusual sea ice conditions at Ross Island, Antarctica",null,null,10.1016/j.ygcen.2006.06.002,null
383,Schuett,"Schuett, Repp, Taylor, DeNardo, Earley, Van Kirk, Murdoch",GEN COMP ENDOCR,2006,"Winter profile of plasma sex steroid levels in free-living male western diamond-backed rattlesnakes, Crotalus atrox (Serpentes: Viperidae)",null,null,10.1016/j.ygcen.2006.05.005,null
152,Deviche,"Deviche, Small, Sharp, Tsutsui",GEN COMP ENDOCRINOL,2006,"Control of luteinizing hormone and testosterone secretion in a flexibly breeding male passerine, the rufous-winged sparrow, Aimophila carpalis",null,null,10.1016/j.ygcen.2006.06.004,null
161,Steiger,"Steiger, Goymann, Kempenaers",GEN COMP ENDOCRINOL,2006,Plasma steroid hormones in two Arctic-breeding shorebirds: monogamy versus polygyny,null,null,10.1016/j.ygcen.2005.12.015,null
216,Browne,"Browne, Conley, Spraker, Ream, Lasley",GEN COMP ENDOCRINOL,2006,Sex steroid concentrations and localization of steroidogenic enzyme expression in free-ranging female northern fur seals (Callorhinus ursinus),null,null,10.1016/j.ygcen.2005.12.019,null
221,Nunes,"Nunes, Pelz, Muecke, Holekamp, Zucker",GEN COMP ENDOCRINOL,2006,Plasma glucocorticoid concentrations and body mass in ground squirrels: seasonal variation and circannual organization,null,null,10.1016/j.ygcen.2005.10.013,null
258,Bourgeon,"Bourgeon, Martinez, Criscuolo, Maho, Raclot",GEN COMP ENDOCRINOL,2006,Fasting-induced changes of immunological and stress indicators in breeding female eiders,null,null,10.1016/j.ygcen.2006.02.006,null
294,Romero,"Romero, Cyr, Romero",GEN COMP ENDOCRINOL,2006,Corticosterone responses change seasonally in free-living house sparrows (Passer domesticus),null,null,10.1016/j.ygcen.2006.05.004 ,null
130,Goymann,"Goymann, Geue, Schwabl, Flinks, Schmidl, Schwabl, Gwinner",HORM BEHAV,2006,Testosterone and corticosterone during the breeding cycle of equatorial and European stonechats (Saxicola torquata axillaris and S. t. rubicola),null,null,10.1016/j.yhbeh.2006.07.002,null
184,Day,"Day, Fusani, Hernandez, Billo, Sheldon, Wise, Schlinger",HORM BEHAV,2006,"Testosterone and its effects on coutship in golden-collared manakis (Manacus vitellinus): seasonal, sex, and age differences",null,null,10.1016/j.yhbeh.2006.08.006,null
186,Caro,"Caro, Lambrechts, Chastel, Sharp, Thomas, Balthazart",HORM BEHAV,2006,Simultaneous pituitary–gonadal recrudescence in two Corsican populations of male blue tits with asynchronous breeding dates,null,null,10.1016/j.yhbeh.2006.03.001,null
189,Day,"Day, McBroom, Schlinger",HORM BEHAV,2006,Testosterone increases display behaviors but does not stimulate growth of adult plumage in male golden-collared manakins (Manacus vitellinus),null,null,10.1016/j.yhbeh.2005.07.006,null
190,Spinney,"Spinney, Bentley, Hau",HORM BEHAV,2006,Endocrine correlates of alternative phenotypes in the white-throated sparrow (Zonotrichia albicollis),null,null,10.1016/j.yhbeh.2006.06.034,null
487,Magee,"Magee, Neff, Knapp",HORM BEHAV,2006,"Plasma levels of androgens and cortisol in relation to breeding behavior in parental male bluegill sunfish, Lepomis macrochirus",null,null,10.1016/j.yhbeh.2005.12.003,null
576,Leary,"Leary, Garcia, Knapp",HORM BEHAV,2006,Elevated corticosterone levels elicit non-calling mating tactics in male toads independently of changes in circulating androgens,null,null,10.1016/j.yhbeh.2005.09.004,null
257,Bourgeon,"Bourgeon, Raclot",J EXP BIOL,2006,Corticosterone selectively decreases humoral immunity in female eiders during incubation,null,null,10.1242/jeb.02610,null
360,Langkilde,"Langkilde, Shine",J EXP BIOL,2006,"How much stress do researchers inflict on their study animals? A case study using a scincid lizard, Eulamprus heatwolei",null,null,10.1242/jeb.02112,null
53,Criscuolo,"Criscuolo, Bertile, Durant, Raclot, Gabrielsen, Massemin, Chastel",PHYSIOL BIOCHEM ZOOL,2006,Body mass and clutch size may modulate prolactin and corticosterone levels in eiders,null,null,10.1086/501065,null
271,Bourgeon,"Bourgeon, Criscuolo, Maho, Raclot",PHYSIOL BIOCHEM ZOOL,2006,Phytohemagglutinin response and immunoglobulin index decrease during incubation fasting in female common eiders,null,null,10.1086/504609,null
311,Wada,"Wada, Moore, Breuner, Wingfield",PHYSIOL BIOCHEM ZOOL,2006,Stress responses in tropical sparrows: comparing tropical and temperate Zonotrichia,null,null,10.1086/505509,null
577,Ros,"Ros, Bouton, Santos, Oliveira",PROC ROYAL SOC B,2006,"Alternative male reproductive tactics and the immunocompetence handicap in the Azorean rock-pool blenny, Parablennius parvicornis",null,null,10.1098/rspb.2005.3407,null
206,Romero,"Romero, Meister, Cyr, Kenagy, Wingfield",AM J PHYSIOL-REG I,2007,Seasonal glucocorticoid responses to capture in free-living mammals,null,null,10.1152/ajpregu.00752.2007,null
11,Bonier,"Bonier, Martin, Wingfield",BEHAV ECOL,2007,Maternal corticosteroids influence primary offspring sex ratio in a free-ranging passerine bird,null,null,10.1093/beheco/arm075,null
50,Angelier,"Angelier, Weimerskirch, Dano, Chastel",BEHAV ECOL SOCIOBIOL,2007,"Age, experience and reproductive performance in a long-lived bird: a hormonal perspective",null,null,10.1007/s00265-006-0290-1,null
253,Pinxten,"Pinxten, De Ridder, Arckens, Darras, Eens",BEHAVIOR,2007,Plasma testosterone levels of male European starlings (Sturnus vulgaris) during the breeding cycle and in relation to song and paternal care,null,null,10.1163/156853907780756003,null
274,Knapp,"Knapp, Neff",BIOL LET,2007,"Steroid hormones in bluegill, a species with male alternative reproductive tactics including female mimicry",null,null,10.1098/rsbl.2007.0379,null
448,Woodley,Woodley,BRAIN RES,2007,Sex steroid hormones and sexual dimorphism of chemosensory structures in a terrestrial salamander (Plethodon shermani),null,null,10.1016/j.brainres.2006.12.094,null
364,MacDonald,"MacDonald, Czekala, Gerber, Alberts",CARIBBEAN J SCI,2007,Diurnal and seasonal patterns in corticosterone in the Turks and Caicos iguana (Cyclura carinata carinata),null,null,10.18475/cjos.v43i2.a12,null
4,Angelier,"Angelier, Moe, Clement-Chastel, Bech, Chastel",CONDOR,2007,Corticosterone levels in relation to change of mate in black-legged kittiwakes,null,null,10.1650/8227.1,null
183,Lynn,"Lynn, Hahn, Breuner",CONDOR,2007,Free-living male mountain white-crowned sparrows exhibit territorial aggression without modulating total or free plasma testosterone,null,null,10.1650/0010-5422(2007)109[173:FMMWSE]2.0.CO;2,null
252,Washburn,"Washburn, Millspaugh, Morris, Schulz, Faaborg",CONDOR,2007,Using a commercially available enzyme immunoassay to quantify testosterone in avian plasma,null,null,10.1650/0010-5422(2007)109[181:UACAEI]2.0.CO;2,null
615,Frisch,"Frisch, McCormick, Pankhurst",CORAL REEFS,2007,"Reproductive periodicity and steroid hormone profiles in the sex-changing coral-reef fish, Plectopomus leoparadus",null,null,10.1007/s00338-006-0183-9,null
259,Bourgeon,"Bourgeon, Thierry, Raclot, Maho, Ricquier, Criscuolo",DEV COMP ENDOCRINOL,2007,"Innate immunity, assesd by plasma NO measurements, is not suppressed during the incubation fast in eiders",null,null,10.1016/j.dci.2006.11.009,null
12,Bourgeon,"Bourgeon, Viera, Raclot, Groscolas",ECOSCIENCE,2007,Hormones and immunoglobulin levels in king penguins during moulting and breeding fasts,null,null,10.2980/1195-6860(2007)14[519:HAILIK]2.0.CO;2,null
68,Bourgeon,"Bourgeon, Raclot",GEN COMP ENDOCRINOL,2007,Triiodothyronine suppresses humoral immunity but not T-cell-mediated immune response in incubating female eiders (Somateria mollissima),null,null,10.1016/j.ygcen.2007.01.020,null
266,Cyr,"Cyr, Romero",GEN COMP ENDOCRINOL,2007,Chronic stress in free-living European starlings reduces corticosterone concentrations and reproductive success,null,null,10.1016/j.ygcen.2006.12.003,null
298,Schoech,"Schoech, Bowman, Bridge, Boughton",GEN COMP ENDOCRINOL,2007,"Baseline and acute levels of corticosterone in Florida scrub-jays (Aphelocoma coerulescens): effects of food supplementation, suburban habitat, and year",null,null,10.1016/j.ygcen.2007.05.027,null
491,Quispe,"Quispe, Villavicencio, Addis, Wingfield, Vasquez",GEN COMP ENDOCRINOL,2007,"Seasonal variations of basal cortisol and high stress response to captivity in Octodon degus, a mammalian model species",null,null,10.1016/j.ygcen.2013.12.007,null
3,Angelier,"Angelier, Clement-Chastel, Gabrielsen, Chastel",HORM BEHAV,2007,Corticosterone and time-activity budget: an experiment with black-legged kittiwakes,null,null,10.1016/j.yhbeh.2007.07.003,null
215,Maestripieri,"Maestripieri, Hoffman, Fulks, Gerald",HORM BEHAV,2007,Plasma cortisol responses to stress in lactating and nonlactating female rhesus macaques,null,null,10.1016/j.yhbeh.2007.09.013,null
230,Lidgard,"Lidgard, Boness, Bowen, McMillan",HORM BEHAV,2007,"The implications of stress on male mating behavior and success in a sexually dimorphic polygynous mammal, the grey seal",null,null,10.1016/j.yhbeh.2007.10.003,null
245,Fusani,"Fusani, Day,Canoine, Reinemann, Hernandez, Schlinger",HORM BEHAV,2007,Androgen and the elaborate courtship behavior of a tropical lekking bird,null,null,10.1016/j.yhbeh.2006.08.005,null
246,Bauchinger,"Bauchinger, Van`T Hof, Biebach",HORM BEHAV,2007,Testicular development during long-distance spring migration,null,null,10.1016/j.yhbeh.2006.10.010,null
344,Husak,"Husak, Irschick, Meyers, Lailvaux, Moore",HORM BEHAV,2007,"Hormones, sexual signals, and performance of green anole lizards (Anolis carolinensis)",null,null,10.1016/j.yhbeh.2007.05.014,null
247,Peters,Peters,IBIS,2007,"Testosterone treatment of female superb fairy-wrens Malurus cyaneus induces a male-like prenuptial moult, but no coloured plumage",null,null,10.1111/j.1474-919X.2006.00616.x,null
201,Paplinska,"Paplinska, Moyle, Wreford, Temple-Smith, Renfree",J ANAT,2007,Reproduction in male swamp wallabies (Wallabia bicolor) puberty and the effects of season,null,null,10.1111/j.1469-7580.2007.00785.x,null
48,Angelier,"Angelier, Moe, Weimerskirch, Chastel",J ANIM ECOL,2007,Age-specific reproductive success in a long-lived bird: do older parents resist stress better?,null,null,10.1111/j.1365-2656.2007.01295.x,null
334,Calisi,"Calisi, Hews",J COMP PHYSIOL B,2007,"Steroid correlates of multiple color traits in the spiny lizard, Sceloporus pyrocephalus",null,null,10.1007/s00360-007-0162-7,null
254,Gronstol,"Gronstol, Myking, Lislevand, Byrkjedal",ORNIS NORV,2007,Plasma testosterone levels of incubating female northern lapwings Vanellus vanellus,null,null,10.15845/on.v30i0.176,null
328,Baird,"Baird, Hews",PHYSIOL BEHAV,2007,Hormone levels in territorial and non-territorial male collared lizards,null,null,10.1016/j.physbeh.2007.05.069,null
49,Angelier,"Angelier, Shaffer, Weimerskirch, Trouve, Chastel",PHYSIOL BIOCHEM ZOOL,2007,Corticosterone and foraging behavior in a pelagic seabird,null,null,10.1086/512585,null
182,Gill,"Gill, Alfson, Hau",PROC R SOC B,2007,Context matters: female aggression and testosterone in a year-round territorial neotropical songbird (Thryothorus leucotis),null,null,10.1098/rspb.2007.0457,null
180,Veiga,"Veiga, Polo",AM NAT,2008,Fitness consequences of increased testosterone levels in female spotless starlings,null,null,10.1086/587850,null
1,Addison,"Addison, Kitaysky, Hipfner",BEHAV ECOL SOCIOBIOL,2008,"Sex allocation in a monomorphic seabird with a single-egg clutch: test of the environment, mate quality, and female condition hypotheses",null,null,10.1007/s00265-008-0643-z,null
181,Swett,"Swett, Breuner",COMP BIOCHEM PHYS A,2008,"Interaction of testosterone, corticosterone and corticosterone binging globulin in the white-throated sparrow",null,null,10.1016/j.cbpa.2008.06.031,null
595,Pankhurst,"Pankhurst, Fitzgibbon, Pankhurst, King",CYBIUM,2008,"Density effects on reproduction in natural populations of the staghorn damsel, Amblyglyphidodon curacao",null,null,null,null
280,Newman,"Newman, Pradhan, Soma",ENDOCRINOL,2008,Dehydroepiandrosterone and corticosterone are regulated by season and acute stress in a wild songbird: jugular versus brachial plasma,null,null,10.1210/en.2007-1363,null
470,McCoy,"McCoy, Bortnick, Campbell, Hamlin, Guillette, St. Mary",ENVIRON HEALTH PERSP,2008,Agriculture alters gonadal form and function in the toad Bufo marinus,null,null,10.1289/ehp.11536,null
24,Franceschini,"Franceschini, Custer, Custer, Reed, Romero",ENVIRON TOXICOL CHEM,2008,Corticosterone stress response in tree swallows nesting near polychlorinated biphenyl- and dioxin-contaminated rivers,null,null,10.1897/07-602.1,null
2,Angelier,"Angelier, Bost, Giraudeau, Bouteloup, Dano, Chastel",GEN COMP ENDOCR,2008,"Corticosterone and foraging behavior in a diving seabird: the Adelie penguin, Pygoscelis adeliae",null,null,10.1016/j.ygcen.2007.12.001,null
342,Graham,"Graham, Earley, Hoss, Schuett, Grober",GEN COMP ENDOCR,2008,The reproductive biology of male cottonmouths (Agkistrodon piscivorus): do plasma steroid hormones predict the mating season?,null,null,10.1016/j.ygcen.2008.09.002,null
393,Wack,"Wack, Fox, Hellgren, Lovern",GEN COMP ENDOCR,2008,"Effects of sex, age, and season on plasma steroids in free-ranging Texas horned lizards (Phrynosoma cornutum)",null,null,10.1016/j.ygcen.2007.10.005,null
596,Pankhurst,"Pankhurst, Fitzgibbon, Pankhurst, King",GEN COMP ENDOCR,2008,Habitat-related variation in reproductive endocrine condition in the coral reef damselfish Acanthochromis polyacanthus,null,null,10.1016/j.ygcen.2007.07.003,null
233,Delehanty,"Delehanty, Boonstra",GEN COMP ENDOCRINOL,2008,Impact of live trapping on stress profiles of Richardson's ground squirrel (Spermophilus richardsonii),null,null,10.1016/j.ygcen.2008.11.011,null
571,Vitousek,"Vitousek, Rubenstein, Nelson, Wikelski",GEN COMP ENDOCRINOL,2008,"Are hotshots always hot? A longitudinal study of hormones, behavior, and reproductive success in male marine iguanas",null,null,10.1016/j.ygcen.2008.04.015,null
26,Gill,"Gill, Costa, Hau",HORM BEHAV,2008,Males of a single-brooded tropical bird species do not show increases in testosterone during social challenges,null,null,10.1016/j.yhbeh.2008.02.003,null
27,Groscolas,"Groscolas, Lacroix, Robin",HORM BEHAV,2008,Spontaneous egg or chick abandonment in energy-depleted king penguins: a role for corticosterone and prolactin?,null,null,10.1016/j.yhbeh.2007.08.010,null
46,Lendvai,"Lendvai, Chastel",HORM BEHAV,2008,Experimental mate-removal increases the stress response of female house sparrows: the effects of offspring value?,null,null,10.1016/j.yhbeh.2007.11.011,null
222,Schradin,Schradin,HORM BEHAV,2008,Seasonal changes in testosterone and corticosterone levels in four social classes of a desert dwelling sociable rodent,null,null,10.1016/j.yhbeh.2008.01.003,null
251,Bauchinger,"Bauchinger, Van'T Hof, Biebach",HORM BEHAV,2008,Migratory stopover conditions affect the developmental state of male gonads in garden warblers (Sylvia borin),null,null,0.1016/j.yhbeh.2008.03.007,null
264,Almasi,"Almasi, Roulin, Jenni-Eiermann, Jenni",HORM BEHAV,2008,Parental investment and its sensitivity to corticosterone is linked to melanin-based coloration in barn owls,null,null,10.1016/j.ybeh.2008.02.021,null
554,Gon?alves,"Gon?alves, Teles, Alpedrinha, Oliveira",HORM BEHAV,2008,Brain and gonadal aromatase activity and steroid hormone levels in female and polymorphic males of the peacock blenny Salaria pavo,null,null,10.1016/j.yhbeh.2008.07.014,null
5,Arnold,"Arnold, Oswald, Voigt, Palme, Braasch, Bauch, Becker",J AVIAN BIOL,2008,Taking the stress out of blood collection: comparison of field blood-sampling techniques for analysis of baseline corticosterone,null,null,10.1111/j.2008.0908-8857.04265.x,null
10,Bentzen,"Bentzen, Powell, Williams, Kitaysky",J AVIAN BIOL,2008,Characterizing the nutritional strategy of incubating king eiders Somateria spectabilis in northern Alaska,null,null,10.1111/j.1600-048X.2008.04442.x,null
36,Lynn,"Lynn, Porter",J AVIAN BIOL,2008,Trapping initiates stress response in breeding and non-breeding house sparrows Passer domesticus: implications for using unmonitored traps in field studies,null,null,10.1111/j.2008.0908-8857.04204.x,null
279,Navarro,"Navarro, González-Solís, Viscor, Chastel",J EXP MAR BIOL ECOL,2008,Ecophysiological response to an experimental increase of wing loading in a pelagic seabird,null,null,10.1016/j.jembe.2008.01.005,null
570,Awruch,"Awruch, Pankhurst, Frusher, Stevens",J EXP ZOOL,2008,Endocrine and morphological correlates of reproduction in the draughtboard shark Cephaloscyllium laticeps (Elasmobranchii: Scyliorhinidae),null,null,10.1002/jez.445,null
87,Goymann,"Goymann, Wittenzellner, Schwabl, Makomba",P ROY SOC B,2008,Progesterone modulates aggression in sex-role reversed female African black coucals,null,null,10.1098/rspb.2007.1707,null
15,Cockrem,"Cockrem, Potter, Barrett, Candy",ZOOL SCI,2008,Corticosterone responses to capture and restraint in emperor and Adelie penguins in Antarctica,null,null,10.2108/zsj.25.291,null
166,Sasvári,"Sasvári, Péczely, Hegyi",ACTA ORNITHOLOGICA ,2009,"Plasma testosterone profile of male tawny owls Strix aluco in relation to breeding density, breeding experience, and offspring provision",null,null,10.3161/000164509X464894,null
248,Lindsay,"Lindsay, Webster, Varian, Schwabl",ANIM BEHAV,2009,Plumage colour acquisition and behaviour are associated with androgens in a phenotypically plastic tropical bird,null,null,10.1016/j.anbehav.2009.02.027,null
168,Malueg,"Malueg, Walters, Moore",BEHAV ECOL SOCIOBIOL ,2009,Do stress hormones suppress helper reproduction in the cooperatively breeding red-cockaded woodpecker (Picoides borealis)?,null,null,10.1007/s00265-008-0702-5,null
633,Klose,"Klose, Welbergen, Kalko",BIOL LETTERS,2009,"Testosterone is associated with harem maintenance ability in free-ranging grey-headed flying-foxes, Pteropus poliocephalus",null,null,10.1098/rsbl.2009.0563,null
25,Franceschini,"Franceschini, Lane, Evers, Reed, Haskins, Romero",ECOTOXICOLOGY,2009,"The corticosterone stress response and mercury contamination in free-living tree swallows, Tachycineta bicolor",null,null,10.1007/s10646-009-0309-2,null
645,Ros,"Ros, Oliveira",ETHOLOGY,2009,Androgens and immune function in male alternative reproductive morphotypes of the peacock blenny Salaria pavo,null,null,10.1111/j.1439-0310.2009.01636.x,null
283,Newman,"Newmay, Soma",EUR J NEUROSCI,2009,Corticosterone and dehydroepiandrosterone in songbird plasma and brain: effects of season and acute stress,null,null,10.1111/j.1460-9568.2009.06748.x,null
14,Cockrem,"Cockrem, Barrett, Candy, Potter",GEN COMP ENDOCRINOL,2009,"Corticosterone response in birds: individual variation and repeatability in Adelie penguins and other species, and the use of power analysis to determine sample sizes",null,null,10.1016/j.ygcen.2009.03.029,null
23,Fokidis,"Fokidis, Orchinik, Deviche",GEN COMP ENDOCRINOL,2009,Corticosterone and corticosteroid binding globulin in birds: relation to urbanization in a desert city,null,null,10.1016/j.ygen.2008.12.005,null
33,Lendvai,"Lendvai, Loiseau, Sorci, Chastel",GEN COMP ENDOCRINOL,2009,Early developmental conditions affect stress response in juvenile but not in adult house sparrows (Passer domesticus),null,null,10.1016/j.ygcen.2008.10.004,null
37,Lynn,"Lynn, Prince, Phillips",GEN COMP ENDOCRINOL,2009,A single exposure to an acute stressor has lasting consequences for the hypothalamo-pituitary-adrenal response to stress in free-living birds,null,null,10.1016/j.ygcen.2009.07.018,null
58,Bonier,"Bonier, Moore, Martin, Robertson",GEN COMP ENDOCRINOL,2009,The relationship between fitness and baseline glucocorticoids in a passerine bird,null,null,10.1016/j.ygcen.2008.12.013,null
13,Charlier,"Charlier, Underhill, Hammond, Soma",HORM BEHAV,2009,Effects of aggressive encounters on plasma corticosteroid-binding globulin and its ligands in white-crowned sparrows,null,null,10.1016/j.hbeh.2009.06.012,null
28,Horton,"Horton, Holberton",HORM BEHAV,2009,"Corticosterone manipulations alter morph-specific nestling provisioning behavior in male white-throated sparrows, Zonotrichia albicollis",null,null,10.1016/j.yhbeh.2009.09.001,null
345,Huyghe,"Huyghe, Husak, Herrel, Tadic, Moore, Van Damme, Vanhooydonck",HORM BEHAV,2009,"Relationships between hormones, physiological performance and immunocompetence in a color-polymorphic lizard species, Podarcis melisellensis",null,null,10.1016/j.yhbeh.2009.02.005,null
540,Neff,"Neff, Knapp",HORM BEHAV,2009,"Paternity, parental behavior and circulating steroid hormone concentrations in nest-tending male bluegill",null,null,10.1016/j.yhbeh.2009.05.002,null
555,Hanson,"Hanson, O'Connor, Van Der Kraak, Cooke",HORM BEHAV,2009,Paternal aggression towards a brood predator during parental care in wild smallmouth bass is not correlated with circulating testosterone and cortisol concentrations,null,null,10.1016/j.yhbeh.2009.02.001,null
