Group,HostReportedName,HostCorrectedName,HostOrder,HostFamily,HostEnvironment,ParasiteReportedName,ParasiteCorrectedName,HasBinomialName,ParType,ParPhylum,ParClass,Citation,LocationName,Longitude,Latitude,PopulationType,SamplingBasis,SampleNotes,Prevalence,HostsSampled,HostSex,HostAge,Intensity,IntensityMeasure,NativeRange,NumSamples,SamplingType
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,E. coli 0157:H7,Escherichia coli,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Garcia-Sanchez et al 2007,"Caceres, Spain",-6.37,39.48,WN,Animals,NA,0.015,206,NA,NA,NA,NA,Yes,206,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Escherichia coli,Escherichia coli,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pagano et al 1985,"Stelvio National Park, Italy, central Alps at borders with Austria and Switzerland",10.56,46.48,WN,NA,feces,0.25,60,NA,NA,NA,NA,Yes,60,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fasciola hepatica,Fasciola hepatica,yes,Helminth,Platyhelminthes,Trematoda,Aukstikalniene et al. 2007,"Aukstaitija National Park, Lithuania",26.02,55.35,WN,Animals,NA,1,13,NA,NA,NA,NA,Yes,13,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fasciola hepatica,Fasciola hepatica,yes,Helminth,Platyhelminthes,Trematoda,McKenzie et al 1985,"Queensland, Australia",142.7,-20.92,WN,NA,organs,0.04,23,NA,NA,NA,NA,No,23,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fasciola hepatica,Fasciola hepatica,yes,Helminth,Platyhelminthes,Trematoda,Shimalov and Shimalov 2000a,southern part of Belarus,27.95,53.71,WN,NA,organs-liver,0.31,16,NA,NA,NA,NA,Yes,16,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fasciola hepatica,Fasciola hepatica,yes,Helminth,Platyhelminthes,Trematoda,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.313,16,NA,NA,NA,NA,Yes,16,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Bildfell et al 2007,"Clatsop County, Oregon",-123.77,46.02,WN,Animals,NA,1,1,Male,Juvenile,45,ParasiteCount,Yes,1,DirectOther
ungulates,Cervus elaphus canadensis,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Kingscote et al 1987,"Waterton Lakes National Park, southwestern Alberta",-113.92,49.08,WN,NA,organs-livers,0.5,20,NA,NA,NA,NA,Yes,20,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Majoros and Sztojkov 1994,"region of Dunaremete and Lipot, Hungary",17.44,47.88,WN,NA,feces,0.73,15,NA,NA,NA,NA,Yes,15,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Majoros and Sztojkov 1994,"Szigetkoz, Hungary",19.73,46.49,WN,NA,organs-liver,1,1,Female,NA,NA,NA,Yes,1,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Majoros and Sztojkov 1994,"Szigetkoz, Hungary",19.73,46.49,WN,NA,organs-liver,1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Mirosov, Czech Republic",13.67,49.67,WO,Samples,Eggs per gram of faeces,0.813,0,NA,NA,23.9,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Zator, Czech Republic",14.1,49.83,WO,Samples,Eggs per gram of faeces,0.913,0,NA,NA,19.2,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Voznice, Czech Republic",14.12,49.8,WO,Samples,Eggs per gram of faeces,0.3,0,NA,NA,3.4,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Strasice, Czech Republic",13.8,49.7,WO,Samples,Eggs per gram of faeces,0.5,0,NA,NA,11.6,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Obecnice, Czech Republic",13.92,49.72,WO,Samples,Eggs per gram of faeces,0.3,0,NA,NA,9.3,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Zbiroh, Czech Republic",13.73,49.87,WO,Samples,Eggs per gram of faeces,0.667,0,NA,NA,3.6,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Jince, Czech Republic",13.93,49.78,WO,Samples,Eggs per gram of faeces,0.727,0,NA,NA,10.3,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Nepomuk, Czech Republic",50,49.63,WO,Samples,Eggs per gram of faeces,0.4,0,NA,NA,21.7,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Ponesice, Czech Republic",14.47,49.1,WO,Samples,Eggs per gram of faeces,0.25,0,NA,NA,10.3,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Prasily, Czech Republic",13.47,49.02,WO,Samples,Eggs per gram of faeces,0.8,0,NA,NA,7.5,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Kremelna, Czech Republic",13.43,49.13,WO,Samples,Eggs per gram of faeces,0.04,0,NA,NA,0.7,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Busohrad, Vlastec, Czech Republic",49,49.98,WO,Samples,Eggs per gram of faeces,0.5,0,NA,NA,19.4,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Trebon, Czech Republic",14.77,49.05,WO,Samples,Eggs per gram of faeces,0.273,0,NA,NA,8.2,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Zelezna Ruda, Czech Republic",13.23,49.12,WO,Samples,Eggs per gram of faeces,0.952,0,NA,NA,34.4,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Mansfeld, Czech Republic",6,49.82,WO,Samples,Eggs per gram of faeces,0.222,0,NA,NA,0.3,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Novobilsky et al 2007,"Boletice, Czech Republic",14.2,48.82,WO,Samples,Eggs per gram of faeces,0.32,0,NA,NA,3.9,EggCount,Yes,30,DirectFecal
ungulates,Cervus elaphus nelsoni,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Pybus 1990,"throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,WN,NA,organs-liver,0.22,28,NA,NA,NA,NA,Yes,94,NA
ungulates,Cervus elaphus nelsoni,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Pybus 1990,"throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,WN,NA,organs-liver,0.29,28,NA,Adult,NA,NA,Yes,65,NA
ungulates,Cervus elaphus nelsoni,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Pybus 1990,"throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,WN,NA,organs-liver,0.07,28,NA,Juvenile,NA,NA,Yes,29,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Rajsky et al 2002,Slovak/Hungary border region (Dunajska Streda),17.62,47.99,WN,NA,"organs-livers, lungs, intestines",0.91,23,NA,NA,NA,NA,Yes,23,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Rajsky et al 2002,Slovak/Hungary border region (Dunajska Streda),17.62,47.99,WN,NA,"organs-livers, lungs, intestines",0.79,24,NA,NA,NA,NA,Yes,24,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Rajsky et al 2002,Slovak/Hungary border region (Dunajska Streda),17.62,47.99,WN,NA,"organs-livers, lungs, intestines",0.68,16,NA,NA,NA,NA,Yes,16,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Ursprung et al. 2006,Danubian wetlands,28.88,45.07,WN,Animals,NA,0.158,457,NA,NA,NA,NA,Yes,457,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Wobeser et al 1985,"Prince Albert National Park, Saskatchewan",-106.37,53.96,WN,NA,organs,1,6,NA,NA,NA,NA,Yes,6,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Fascioloides magna,Fascioloides magna,yes,Helminth,Platyhelminthes,Trematoda,Wobeser et al 1985,"Moose Mountain Provincial Park, Cypress Hills, Greenwater, Hudson Bay, Fort a la Corne, Southend, Wa",-106.45,52.94,WN,NA,feces,NA,NA,NA,NA,NA,NA,Yes,NA,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Flavivirus Tick-borne encephalitis virus Central European subtype,Flavivirus Tick-borne encephalitis virus,yes,Virus,RNA virus,ss+,Hubalek et al 1993,"Southern Moravia and  Northern Bohemia, Czech Republic",15,50,WN,NA,blood,0.09,22,NA,NA,NA,NA,Yes,22,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Flavivirus Tick-borne encephalitis virus,Flavivirus Tick-borne encephalitis virus,yes,Virus,RNA virus,ss+,Juricova and Hubalek 1999,South Moravia,16.66,49.08,WN,NA,blood,0.1,56,NA,NA,NA,NA,Yes,56,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Flavivirus West Nile virus,Flavivirus West Nile virus,yes,Virus,RNA virus,ss+,Juricova and Hubalek 1999,South Moravia,16.66,49.08,WN,NA,blood,0.14,56,NA,NA,NA,NA,Yes,56,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Francisella tularensis,Francisella tularensis,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Hubalek et al 1993,"Southern Moravia and  Northern Bohemia, Czech Republic",15,50,WN,NA,blood,0.04,24,NA,NA,NA,NA,Yes,24,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Giardia duodenalis,Giardia intestinalis,yes,Protozoa,Sarcomastigophora,Zoomastigophora,Hamnes et al 2006,"Sogn og Fjordane, Norway",6.56,61.41,WN,Animals,sucrose flotation method,0.045,108,NA,NA,NA,NA,Yes,108,DirectFecal
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Gilbertella persicaria,Gilbertella persicaria,yes,Fungus,Fungi incertae sedis,Early diverging fungal lineages,Santiago et al. 2007,Reserva Ecologica de Dois Irmaos,-34.95,-8.01,NA,Samples,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemaphysalis bancrofti,Haemaphysalis bancrofti,yes,Arthropod,Arthropoda,Arachnida,McKenzie et al 1985,"Queensland, Australia",142.7,-20.92,WN,NA,organs-hides,0.04,23,NA,NA,NA,NA,No,23,NA
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemaphysalis concinna,Haemaphysalis concinna,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2006,Spain,-3.75,40.46,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,475,NA,NA,NA,NA,Yes,475,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemaphysalis concinna,Haemaphysalis concinna,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2008,"Asturias, Spain",-5.86,43.36,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,21,NA,NA,NA,NA,Yes,21,DirectOther
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemaphysalis punctata,Haemaphysalis punctata,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2006,Spain,-3.75,40.46,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,475,NA,NA,NA,NA,Yes,475,DirectOther
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemaphysalis punctata,Haemaphysalis punctata,yes,Arthropod,Arthropoda,Arachnida,Valcarcel et al 2000,"Hosquillo National Park, Cuenca, Spain",-3,39.58,WN,NA,"blood; organs: nasal cavities, retropharyngeal pouches and subdural space, oesophagus, abomasum, sma",NA,18,NA,NA,NA,NA,Yes,18,NA
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemaphysalis sulcata,Haemaphysalis sulcata,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2006,Spain,-3.75,40.46,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,475,NA,NA,NA,NA,Yes,475,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemonchus contortus,Haemonchus contortus,yes,Helminth,Nematoda,Secernentea,Manfredi et al 2007b,"Bolzano, Italy",11.35,46.5,WN,Animals,Adult worms collected by dissection of abomasa and filtration of the ingesta on metallic sieves,0.011,191,All,All,10,ParasiteCount,Yes,191,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemonchus contortus,Haemonchus contortus,yes,Helminth,Nematoda,Secernentea,Manfredi et al 2007b,"Trento, Italy",11.12,46.07,WN,Animals,Adult worms collected by dissection of abomasa and filtration of the ingesta on metallic sieves,0.026,76,All,All,15,ParasiteCount,Yes,76,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemonchus contortus,Haemonchus contortus,yes,Helminth,Nematoda,Secernentea,Zaffaroni et al 2000,"alpine areas between the Central Alps (Valtellina, Engadin) and Eastern Alps (Dolomites, Asiago)",7.12,43.94,WN,NA,organs,0.03,76,NA,NA,NA,NA,Yes,76,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Haemonchus placei,Haemonchus placei,yes,Helminth,Nematoda,Secernentea,McKenzie et al 1985,"Queensland, Australia",142.7,-20.92,WN,NA,organs,0.26,23,NA,NA,NA,NA,No,23,NA
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma lusitanicum,Hyalomma lusitanicum,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2006,Spain,-3.75,40.46,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,475,NA,NA,NA,NA,Yes,475,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma lusitanicum,Hyalomma lusitanicum,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2008,"Cadiz, Spain",-6.29,36.53,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,15,NA,NA,NA,NA,Yes,15,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma lusitanicum,Hyalomma lusitanicum,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2008,"Asturias, Spain",-5.86,43.36,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,21,NA,NA,NA,NA,Yes,21,DirectOther
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma lusitanicum,Hyalomma lusitanicum,yes,Arthropod,Arthropoda,Arachnida,Valcarcel et al 2000,"Hosquillo National Park, Cuenca, Spain",-3,39.58,WN,NA,"blood; organs: nasal cavities, retropharyngeal pouches and subdural space, oesophagus, abomasum, sma",NA,18,NA,NA,NA,NA,Yes,18,NA
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma marginatum marginatum,Hyalomma marginatum,yes,Arthropod,Arthropoda,Arachnida,de la fuente et al. 2004,"South West Castilla-La Mancha, Spain (PN)",-3.1,39.28,WN,Animals,necropsy,NA,NA,NA,NA,NA,NA,Yes,NA,Other
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma marginatum,Hyalomma marginatum,yes,Arthropod,Arthropoda,Arachnida,de la fuente et al. 2004b,"Ciudad Real, Spain",-3.93,38.98,WN,Animals,NA,0.71,65,NA,NA,NA,ParasiteCount,Yes,65,NA
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma marginatum,Hyalomma marginatum,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2006,Spain,-3.75,40.46,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,475,NA,NA,NA,NA,Yes,475,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma marginatum,Hyalomma marginatum,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2008,"Asturias, Spain",-5.86,43.36,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,21,NA,NA,NA,NA,Yes,21,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hyalomma marginatum,Hyalomma marginatum,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2008,"Cadiz, Spain",-6.29,36.53,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,15,NA,NA,NA,NA,Yes,15,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,de la Fuente et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-subcutanous tissue of skin,0.52,125,NA,Adult,NA,NA,Yes,75,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,de la Fuente et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-subcutanous tissue of skin,0.57,125,Male,NA,NA,NA,Yes,35,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,de la Fuente et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-subcutanous tissue of skin,0.44,125,NA,NA,NA,NA,Yes,125,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,de la Fuente et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-subcutanous tissue of skin,0.34,125,NA,Juvenile,NA,NA,Yes,50,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,de la Fuente et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-subcutanous tissue of skin,0.47,125,Female,NA,NA,NA,Yes,40,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,San Miguel et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-hides,0.63,80,NA,Adult,NA,NA,Yes,49,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,San Miguel et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-hides,0.58,80,NA,Juvenile,NA,NA,Yes,31,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,San Miguel et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-hides,0.59,80,Male,NA,NA,NA,Yes,52,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,San Miguel et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-hides,0.64,80,Female,NA,NA,NA,Yes,28,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma actaeon,Hypoderma actaeon,yes,Arthropod,Arthropoda,Insecta,San Miguel et al 2001,"Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,WN,NA,organs-hides,0.61,80,NA,NA,NA,NA,Yes,80,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma diana,Hypoderma diana,yes,Arthropod,Arthropoda,Insecta,Sugar 1997,the hunting area around the Game Biology Station in Budakeszi,18.93,47.51,WN,NA,organs,0.72,61,NA,Adult,NA,NA,Yes,50,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma diana,Hypoderma diana,yes,Arthropod,Arthropoda,Insecta,Sugar 1997,the hunting area around the Game Biology Station in Budakeszi,18.93,47.51,WN,NA,organs,0.68,61,NA,NA,NA,NA,Yes,61,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma diana,Hypoderma diana,yes,Arthropod,Arthropoda,Insecta,Sugar 1997,the hunting area around the Game Biology Station in Budakeszi,18.93,47.51,WN,NA,organs,0.54,61,NA,Juvenile,NA,NA,Yes,11,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma tarandi,Hypoderma tarandi,yes,Arthropod,Arthropoda,Insecta,Nilssen and Gjershaug 1988,"Todalen, Surnadeal, county of More og Romsdalen, Western Norway",-70.52,44.22,WN,NA,organs-skin,1,1,NA,Adult,NA,NA,Yes,1,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma tarandi,Hypoderma tarandi,yes,Arthropod,Arthropoda,Insecta,Nilssen and Gjershaug 1988,"Todalen, Surnadeal, county of More og Romsdalen, Western Norway",-70.52,44.22,WN,NA,organs-skin,1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Hypoderma tarandi,Hypoderma tarandi,yes,Arthropod,Arthropoda,Insecta,Nilssen and Gjershaug 1988,"Todalen, Surnadeal, county of More og Romsdalen, Western Norway",-70.52,44.22,WN,NA,organs-skin,1,1,Male,NA,NA,NA,Yes,1,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ixodes holocyclus,Ixodes holocyclus,yes,Arthropod,Arthropoda,Arachnida,McKenzie et al 1985,"Queensland, Australia",142.7,-20.92,WN,NA,organs-hides,0.04,23,NA,NA,NA,NA,No,23,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Adamska 2008,"Puszcza Wkrza?ska Forest, Poland",14.48,53.53,WN,Animals,NA,0.3,20,All,All,NA,NA,Yes,20,DirectOther
