Group,HostReportedName,HostCorrectedName,HostOrder,HostFamily,HostEnvironment,ParasiteReportedName,ParasiteCorrectedName,HasBinomialName,ParType,ParPhylum,ParClass,Citation,LocationName,Longitude,Latitude,PopulationType,SamplingBasis,SampleNotes,Prevalence,HostsSampled,HostSex,HostAge,Intensity,IntensityMeasure,NativeRange,NumSamples,SamplingType
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,de la fuente et al. 2004,"South West Castilla-La Mancha, Spain (PN)",-3.1,39.28,WN,Animals,necropsy,NA,NA,NA,NA,NA,NA,Yes,NA,Other
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Matuschka et al 1993,"Brandenburg state, Germany",12.53,52.41,WN,NA,organs-hides on heads and lower limbs,NA,109,NA,NA,NA,NA,Yes,109,NA
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2006,Spain,-3.75,40.46,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,475,NA,NA,NA,NA,Yes,475,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Ruiz-Fons et al 2008,"Asturias, Spain",-5.86,43.36,WO,Animals,"Head, neck, ears and ventral surface of the animals were examined for tick collection",NA,21,NA,NA,NA,NA,Yes,21,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Sawczuk et al 2008,"Szczecin, Poland",14.61,53.43,WO,Animals,Inspection of all animals for ticks,NA,41,All,All,NA,NA,Yes,41,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ixodes ricinus,Ixodes ricinus,yes,Arthropod,Arthropoda,Arachnida,Skotarczak et al 2008,"Szczecin, Poland",14.61,53.43,WO,Animals,Removed from skin of animals with tweezers,0.4,50,NA,NA,NA,NA,Yes,50,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Lawsonia intracellularis,Lawsonia intracellularis,yes,Bacteria,Proteobacteria,Deltaproteobacteria,Tomanova et al 2003,"Bukovske Vrchy Hills, Slovakia",22.34,49.07,NA,NA,Faecal samples collected from the ground and subjected to PCR. NA if samples are from unique individuals,0.005,0,NA,NA,NA,NA,Yes,194,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Lentivirus Visna/maedi virus,Lentivirus Visna/maedi virus,yes,Virus,RNA virus,ssRT,Gourreau et al 1993,"central and south French Alps: Ecrins National Park, the Queyras Regional Park, the Bochaine Massif",6.28,44.86,WN,NA,blood,0.03,64,NA,NA,NA,NA,Yes,64,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Grand Teton National Park, Wyoming",-110.68,43.79,WN,NA,blood,0.03,146,NA,Adult,NA,NA,Yes,146,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,Upper Yellowstone National Park,-110.71,44.97,WN,NA,blood,0.03,143,NA,NA,NA,NA,Yes,143,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,Upper Yellowstone National Park,-110.71,44.97,WN,NA,blood,0.03,143,NA,Adult,NA,NA,Yes,143,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.04,100,NA,NA,NA,NA,Yes,100,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.06,17,NA,NA,NA,NA,Yes,17,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Grand Teton National Park, Wyoming",-110.68,43.79,WN,NA,blood,0.03,146,NA,NA,NA,NA,Yes,146,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.04,100,NA,Adult,NA,NA,Yes,100,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.06,50,NA,NA,NA,NA,Yes,50,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.02,100,NA,Adult,NA,NA,Yes,100,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.02,100,NA,NA,NA,NA,Yes,100,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.06,50,NA,NA,NA,NA,Yes,50,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.06,50,NA,Adult,NA,NA,Yes,50,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.06,50,NA,Adult,NA,NA,Yes,50,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Aguirre et al 1995,"Rocky Mountain National Park, Colorado",-105.68,40.34,WN,NA,blood,0.06,17,NA,Adult,NA,NA,Yes,17,Serology
ungulates,Cervus elaphus roosevelti,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar bratislava,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Bender and Hall 1996,southwest Washington,-123.1,46.75,WN,NA,"blood, urine",0.81,11,NA,NA,NA,NA,Yes,11,Serology
ungulates,Cervus elaphus roosevelti,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Bender and Hall 1996,southwest Washington,-123.1,46.75,WN,NA,blood,0.83,6,NA,NA,NA,NA,Yes,6,Serology
ungulates,Cervus elaphus roosevelti,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar grippotyphosa,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Bender and Hall 1996,southwest Washington,-123.1,46.75,WN,NA,"blood, urine",0.18,11,NA,NA,NA,NA,Yes,11,Serology
ungulates,Cervus elaphus roosevelti,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar grippotyphosa,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Bender and Hall 1996,southwest Washington,-123.1,46.75,WN,NA,blood,0.83,6,NA,NA,NA,NA,Yes,6,Serology
ungulates,Cervus elaphus roosevelti,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar grippotyphosa,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Bender and Hall 1996,southwest Washington,-123.1,46.75,WN,NA,"blood, urine",0.18,11,Female,NA,NA,NA,Yes,11,Serology
ungulates,Cervus elaphus roosevelti,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Bender and Hall 1996,southwest Washington,-123.1,46.75,WN,NA,"blood, urine",0.45,11,Female,NA,NA,NA,Yes,11,Serology
ungulates,Cervus elaphus roosevelti,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Bender and Hall 1996,southwest Washington,-123.1,46.75,WN,NA,"blood, urine",0.45,11,NA,NA,NA,NA,Yes,11,Serology
ungulates,Cervus elaphus roosevelti,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar bratislava,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Bender and Hall 1996,southwest Washington,-123.1,46.75,WN,NA,"blood, urine",0.81,11,Female,NA,NA,NA,Yes,11,Serology
ungulates,Cervus elaphus canadensis,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar autumnalis,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kingscote et al 1987,"Waterton Lakes National Park, southwestern Alberta",-113.92,49.08,WN,NA,blood,0.25,24,NA,NA,NA,NA,Yes,24,Serology
ungulates,Cervus elaphus canadensis,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar bratislava,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kingscote et al 1987,"Waterton Lakes National Park, southwestern Alberta",-113.92,49.08,WN,NA,blood,0.04,24,NA,NA,NA,NA,Yes,24,Serology
ungulates,Cervus elaphus canadensis,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar icterohaemorrhagiae,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,Kingscote et al 1987,"Waterton Lakes National Park, southwestern Alberta",-113.92,49.08,WN,NA,blood,0.08,24,NA,NA,NA,NA,Yes,24,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar pomona,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,McKenzie et al 1985,"Queensland, Australia",142.7,-20.92,WN,NA,blood,0.006,677,NA,NA,NA,NA,No,677,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar tarassovi,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,McKenzie et al 1985,"Queensland, Australia",142.7,-20.92,WN,NA,blood,0.003,677,NA,NA,NA,NA,No,677,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Leptospira interrogans serovar hardjo,Leptospira interrogans,yes,Bacteria,Spirochaetes,Spirochaetia,McKenzie et al 1985,"Queensland, Australia",142.7,-20.92,WN,NA,blood,0.14,677,NA,NA,NA,NA,No,677,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Rhadinovirus Alcelaphine herpesvirus 1,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Li et al 1996,"California, Idaho, Montana, Washington, Wyoming",-107.29,43.08,WN,NA,blood,0.09,323,NA,NA,NA,NA,Yes,323,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Malignant catarrhal fever,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Vikoren et al. 2006,Norway,8.47,60.47,WO,Animals,competition ELISA,0.05,250,NA,All,NA,NA,Yes,250,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Malignant catarrhal fever viruses,Macavirus Alcelaphine gammaherpesvirus 1,yes,Virus,DNA virus,ds,Zarnke et al 2002,Alaska,-149.49,64.2,WO,Animals,competitive ELISA,0.27,51,NA,NA,NA,NA,Yes,51,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Ovine herpesvirus-2,Macavirus Ovine gammaherpesvirus 2,yes,Virus,DNA virus,ds,Vikoren et al. 2006,Norway,8.47,60.47,WO,Samples,Samples from brain and/or eye and/or kidney and/or lung and/or heart and/or liver and/or lymph node tested,1,1,Female,Adult,NA,NA,Yes,1,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Marshallagia marshalli marshalli,Marshallagia marshalli,yes,Helminth,Nematoda,Secernentea,Manfredi et al 2007b,"Trento, Italy",11.12,46.07,WN,Animals,Adult worms collected by dissection of abomasa and filtration of the ingesta on metallic sieves,0.026,76,All,All,10,ParasiteCount,Yes,76,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Marshallagia marshalli marshalli,Marshallagia marshalli,yes,Helminth,Nematoda,Secernentea,Manfredi et al 2007b,"Bolzano, Italy",11.35,46.5,WN,Animals,Adult worms collected by dissection of abomasa and filtration of the ingesta on metallic sieves,0.011,191,All,All,10,ParasiteCount,Yes,191,DirectOther
ungulates,Cervus elaphus nannodes,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mazamastrongylus pursglovei,Mazamastrongylus pursglovei,yes,Helminth,Nematoda,Secernentea,Van Baren et al 1996,"Grizzly Island Wildlife Area, California",-121.97,38.13,WN,NA,organs-abomasa,0.05,18,NA,NA,NA,NA,Yes,18,NA
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Moniezia benedeni,Moniezia benedeni,yes,Helminth,Platyhelminthes,Cestoda,Valcarcel et al 2000,"Hosquillo National Park, Cuenca, Spain",-3,39.58,WN,NA,"blood; organs: nasal cavities, retropharyngeal pouches and subdural space, oesophagus, abomasum, sma",NA,18,NA,NA,NA,NA,Yes,18,NA
ungulates,Cervus elaphus nannodes,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Cook et al 1997,"Point Reyes National Seashore, 65 km northwest of San Francisco, California",-122.9,38.07,WN,NA,feces,0.04,95,NA,NA,NA,NA,Yes,95,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Gourreau et al 1993,"central and south French Alps: Ecrins National Park, the Queyras Regional Park, the Bochaine Massif",6.28,44.86,WN,NA,blood,NA,64,NA,NA,NA,NA,Yes,64,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Kopecna et al 2006b,Czech Republic,15.47,49.82,WN,Animals,NA,0.00644,466,NA,NA,NA,NA,Yes,466,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Kopecna et al 2006b,Czech Republic,15.47,49.82,WO,Animals,NA,0.00962,312,NA,NA,NA,NA,Yes,312,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Kopecna et al 2008,Czech Republic,15.47,49.82,WN,Animals,tissue and/or faecal,0.005,2296,NA,NA,NA,NA,Yes,2296,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Machackova et al 2006,Czech Republic,15.47,49.82,WN,Samples,"Decontaminated samples from intestines, lymph nodes and faeces were cultured on various mediums for twelve months,  incubated at 37�C",0.02,98,All,All,NA,NA,Yes,98,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Machackova et al 2006,Czech Republic,15.47,49.82,WO,Samples,"Decontaminated samples from intestines, lymph nodes and faeces were cultured on various mediums for twelve months,  incubated at 37�C",0.008,126,All,All,NA,NA,Yes,126,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Moravkova et al 2008,Czech Republic,15.47,49.82,WO,Samples,"Pathological examination of lungs, spleen, liver, and GI tract, Microscopic examination of tissue samples after staining by the Ziehl-Neelsen method, culture of decontaminated tissue and faecal samples for 12 months at 37�C on Herrold Egg Yolk medium",1,1,Male,Adult,NA,NA,Yes,1,DirectOther
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium hominissuis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Moravkova et al 2008,Czech Republic,15.47,49.82,WO,Samples,"Pathological examination of lungs, spleen, liver, and GI tract, Microscopic examination of tissue samples after staining by the Ziehl-Neelsen method, culture of decontaminated tissue and faecal samples for 12 months at 37�C on Herrold Egg Yolk medium",1,1,Male,Adult,NA,NA,Yes,1,DirectOther
ungulates,Cervus elaphus hippelaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Nebbia et al 2000,"Upper Susa Valley (Cottian Alps), Italy",7.17,45.14,WN,NA,organs-mesenteric lymph nodes,0.89,19,NA,NA,NA,NA,Yes,19,NA
ungulates,Cervus elaphus nelsoni,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,O'Brien et al 2008,"Michigan state, USA",-85.74,44.88,WO,Samples,"Tissue culture, histopathology, acid fast staining, visual inspection",0.063,334,All,Adult,NA,NA,Yes,334,DirectOther
ungulates,Cervus elaphus hispanica,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium avium,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Parra et al 2006,"Extremadura, Spain",-6.07,39.49,WO,Samples,NA,NA,98,NA,NA,NA,NA,Yes,2,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Pavlik et al 2000,Czech Republic,15.47,49.82,WN,NA,"organs-small intestine, lymph nodes; feces",0.0087,115,NA,NA,NA,NA,Yes,115,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Pavlik et al 2000,Czech Republic,15.47,49.82,WN,NA,"organs-small intestine, lymph nodes; feces",0.05,19,NA,NA,NA,NA,Yes,19,NA
ungulates,Cervus elaphus nelsoni,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Rhyan et al 1997,Yellowstone River,-110.7,45.05,WN,NA,"organs- head, tonsils and lymph nodes",0.00442,226,NA,NA,NA,NA,Yes,226,NA
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Robino et al 2008,"Upper Susa Valley (Cottian Alps), Italy",7.17,45.14,WO,Animals,"Ziehl-Neelsen staining of lymph nodes, DNA extraction and PCR",0.39,77,NA,NA,NA,NA,Yes,77,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Tryland et al 2004,"Gloppen, Norway",6.15,61.81,WO,Animals,ELISA,0.012,86,NA,All,NA,NA,Yes,86,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Tryland et al 2004,"Aure, Norway",8.53,63.27,WO,Animals,ELISA,0.02,51,NA,All,NA,NA,Yes,51,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Tryland et al 2004,"Hitra, Norway",8.75,63.55,WO,Animals,ELISA,0.045,67,NA,All,NA,NA,Yes,67,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium avium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Tryland et al 2004,"Flora, Norway",11.31,63.11,WO,Animals,ELISA,0.076,119,NA,All,NA,NA,Yes,119,Serology
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Aranaz et al. 2004,"Donana National Park, Spain",-6.43,37.04,WN,Samples,NA,0.34,35,All,All,NA,NA,Yes,35,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Aranaz et al. 2004,"Monte de El Pardo, northwest Madrid",-3.72,40.5,WO,Samples,NA,0.53,19,All,All,NA,NA,Yes,19,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Aranaz et al. 2004,"Extremadura, Spain",-6.07,39.49,O,Samples,NA,0.09,32,All,All,NA,NA,Yes,32,PCR
ungulates,Cervus elaphus hispanicus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,de Mera et al. 2008,"Ciudad Real, Spain",-3.93,38.98,WN,Animals,NA,0.33,6,Male,All,NA,NA,Yes,6,PCR
ungulates,Cervus elaphus,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Delahay et al 2007,South-Western England,-1.17,52.36,WN,Animals,spoligotyping,0.0102,196,NA,NA,NA,NA,Yes,196,Other
ungulates,Cervus elaphus nelsoni,Cervus elaphus,Artiodactyla,Cervidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,O'Brien et al 2008,"Michigan state, USA",-85.74,44.88,WO,Samples,"Tissue culture, histopathology, acid fast staining, visual inspection",0.006,334,All,Adult,NA,NA,Yes,334,DirectOther
