"","ename","bcomp","genus","family","common","inames","log_base_cort","log_fledging_age_d","log_longevity","mig_disp","breed_lat","log_elevation_upper","swos","log_area","log_birth_or_hatching_weight_g","log_fmass","log_emass","incubation_d","winter_lat","log_ed_fair","s_mdist","pop_decreasing","litter_or_clutch_size_n","log_femalemat","ptaxa1","log_mass","litters_or_clutches_per_y","Diet.Seed","ForStrat.ground","passerine","ForStrat.midhigh","family_Turdidae","Diet.Inv","ForStrat.understory","Diet.Nect","diet_diversity","family_Fringillidae","family_Parulidae","ForStrat.canopy","Diet.PlantO","log_stress_cort","Diet.Fruit","pop_increasing","log_malemat","marine_system","pop_stable","freshwater_system","family_Emberizidae","foraging_diversity","mig_fullmigrant","mig_partialmigrant","Diet.Vect","family_Sylviidae","Diet.Vend","family_Paridae","mig_resident","family_Muscicapidae","IUCN_LC","Diet.Scav","unique_name"
"1439","Emberizoides herbicola",NA,"Emberizoides","Thraupidae","Wedge-tailed Grass Finch","Emberizoides herbicola",NA,NA,NA,0,-14.90597766,3.27875360095283,NA,6.70342449522856,NA,NA,0.450249108319361,NA,-14.90597766,-2.53744246781101,0,"1",2,NA,"0",1.42078061954857,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Emberizoides herbicola"
"1440","Emberizoides ypiranganus",NA,"Emberizoides","Thraupidae","Lesser Grass Finch","Emberizoides ypiranganus",NA,NA,NA,0,-27.4766099,3.04139268515822,NA,5.7256856611377,NA,NA,NA,NA,-27.4766099,-2.52044100568369,0,"0",NA,NA,"0",1.30481354339411,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Emberizoides ypiranganus"
"1441","Embernagra platensis",NA,"Embernagra","Thraupidae","Pampa Finch","Embernagra platensis",NA,NA,NA,0,-29.38937291,3.39794000867204,NA,6.43703700240281,NA,NA,NA,NA,-29.38937291,-2.49876063375664,0,"0",NA,NA,"0",1.65848838130902,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Embernagra platensis"
"1442","Empidonax affinis",NA,"Empidonax","Tyrannidae","Pine Flycatcher","Empidonax affinis",NA,NA,NA,0,21.37066484,3.54406804435028,1,5.68145239592383,NA,NA,NA,NA,21.37066484,-2.5462965780054,0,"0",NA,NA,"0",1.03662889536216,NA,0,0,"1",80,"0",100,20,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Empidonax affinis"
"1443","Empidonax albigularis",NA,"Empidonax","Tyrannidae","White-throated Flycatcher","Empidonax albigularis",NA,NA,NA,0.0334430397787216,20.11353484,3.47712125471966,1,5.98161117554367,NA,NA,NA,NA,18.017726425,-2.50134782298769,29.6192953977976,"0",2.2,NA,"0",0.986771734266245,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Empidonax albigularis"
"1444","Empidonax alnorum",NA,"Empidonax","Tyrannidae","Alder Flycatcher","Empidonax alnorum",NA,1.13033376849501,0.958245251877061,-0.0468985871932389,54.62092082,3.11394335230684,6.6332495807108,7.12737719439469,NA,NA,0.225309281725863,13.5,-6.7643167,-2.51760416802715,86.7512663328835,"0",3.5,2.56229286445647,"0",1.12057393120585,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","1","1","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Empidonax alnorum"
"1445","Empidonax atriceps",NA,"Empidonax","Tyrannidae","Black-capped Flycatcher","Empidonax atriceps",NA,NA,NA,0,9.47072058,3.51851393987789,0,3.56362526953485,NA,NA,NA,NA,9.47072058,-2.51446044467044,0,"1",2,NA,"0",0.956648579205203,NA,0,0,"1",0,"0",100,50,0,1,"0","0",50,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Empidonax atriceps"
"1446","Empidonax difficilis",0,"Empidonax","Tyrannidae","Pacific-slope Flycatcher","Empidonax difficilis",2.77573177626023,1.20817252666712,0.839896846349379,-0.0781244812412617,36.315269895,3.54406804435028,4.12310562561766,6.06628364131048,0.176091259055681,1.02118929906994,0.188928483760853,14.5,23.14498471,-2.51430385427709,57.556198995901,"1",3.3,2.56138048325787,"0",1.03542973818455,1.25,0,0,"1",70,"0",90,30,0,2,"0","0",0,0,2.40710751491294,10,"0",2.56229286445647,"0","0","1","0",2,"0","1",0,"0",0,"0","0","0","1",0,"Empidonax difficilis"
"1447","Empidonax flavescens",NA,"Empidonax","Tyrannidae","Yellowish Flycatcher","Empidonax flavescens",NA,NA,NA,0,14.50186628,3.47712125471966,1,5.21823902532403,NA,NA,0.262451089730429,NA,14.50186628,-2.49816831907483,0,"0",2.45,NA,"0",1.09691001300806,NA,0,0,"1",90,"0",90,10,0,2,"0","0",0,0,NA,10,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Empidonax flavescens"
"1448","Empidonax flaviventris",NA,"Empidonax","Tyrannidae","Yellow-bellied Flycatcher","Empidonax flaviventris",NA,1.11394335230684,0.698970004336019,-0.132916822375275,52.94127342,NA,2.82842712474619,6.94477943937523,NA,NA,0.214843848047698,15,15.80624523,-2.47754647023745,64.368036697914,"0",3.95,2.56138048325787,"0",1.07371835034612,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1",2.56229286445647,"0","0","1","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Empidonax flaviventris"
"1449","Empidonax fulvifrons",NA,"Empidonax","Tyrannidae","Buff-breasted Flycatcher","Empidonax fulvifrons",NA,NA,0.301029995663981,-0.00142003336860401,26.53848916,3.54406804435028,2.23606797749979,5.85344317728716,NA,NA,0.0606978403536116,NA,23.705876655,-2.51446044467044,26.6471682711601,"1",3.5,NA,"0",0.897627091290441,NA,0,0,"1",60,"0",100,30,0,1,"0","0",10,0,NA,0,"0",NA,"0","0","0","0",3,"0","1",0,"0",0,"0","0","0","1",0,"Empidonax fulvifrons"
"1450","Empidonax hammondii",NA,"Empidonax","Tyrannidae","Hammond's Flycatcher","Empidonax hammondii",NA,1.24303804868629,0.845098040014257,-0.0851297524719736,51.44715601,3.47712125471966,3.74165738677394,6.74848791376018,NA,NA,0.161368002234975,15,21.26047757,-2.52895184511631,63.1884538559357,"0",3.5,NA,"0",1.01668520757023,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1",NA,"0","0","0","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Empidonax hammondii"
"1451","Empidonax minimus",NA,"Empidonax","Tyrannidae","Least Flycatcher","Empidonax minimus",NA,1.18041263283832,0.903089986991944,-0.110828006846243,51.70848377,3.17609125905568,6.70820393249937,7.06428062527093,NA,1.03342375548695,0.143014800254095,14,17.72298719,-2.53465679997391,62.1192532071512,"1",4,2.56229286445647,"0",1.01178183054811,1.01,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","0","0","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Empidonax minimus"
"1452","Empidonax oberholseri",NA,"Empidonax","Tyrannidae","American Dusky Flycatcher","Empidonax oberholseri",2.70811726138788,1.25527250510331,0.954242509439325,-0.0699372595493405,44.46068282,3.47712125471966,5.09901951359278,6.664134147077,0.0755469613925307,1.00432137378264,NA,13.5,22.34918986,-2.5462965780054,52.7336800806523,"1",3.6,2.56229286445647,"0",1.01703333929878,1,0,20,"1",0,"0",100,80,0,1,"0","0",0,0,2.2510295385239,0,"0",2.56229286445647,"0","0","0","0",2,"1","0",0,"0",0,"0","0","0","1",0,"Empidonax oberholseri"
"1453","Empidonax occidentalis",NA,"Empidonax","Tyrannidae","Cordilleran Flycatcher","Empidonax occidentalis",1.7160033436348,1.20817252666712,0.839896846349379,-0.0938742010416938,31.677347455,3.54406804435028,1.4142135623731,6.38635796409408,0.176091259055681,1.02118929906994,0.188928483760853,14.5,22.92215401,-2.51430385427709,44.6865156426179,"1",3.3,2.56138048325787,"0",1.04139268515823,1.25,0,30,"1",40,"0",90,30,0,2,"0","0",0,0,NA,10,"0",2.56229286445647,"0","0","0","0",3,"0","1",0,"0",0,"0","0","0","1",0,"Empidonax occidentalis"
"1454","Empidonax traillii",NA,"Empidonax","Tyrannidae","Willow Flycatcher","Empidonax traillii",NA,1.13033376849501,1.04139268515823,-0.108942895836201,42.2491736,3.39794000867204,10.6770782520313,7.05595709440866,NA,1.09691001300806,0.243038048686294,13.9,7.21079236,-2.51760416802715,67.2931380714122,"1",3.5,2.56229286445647,"0",1.12221587827283,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","0","1","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Empidonax traillii"
"1455","Empidonax virescens",NA,"Empidonax","Tyrannidae","Acadian Flycatcher","Empidonax virescens",NA,1.14144977340047,1.08218675606754,-0.0780376038337857,36.73310054,3.07918124604762,9.38083151964686,6.69928811097861,0.278753600952829,NA,0.269512944217916,13.5,7.11060939,-2.43705634568816,59.657163033828,"0",2.965,2.56138048325787,"0",1.10380372095596,1.25,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","1","1","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Empidonax virescens"
"1456","Empidonax wrightii",NA,"Empidonax","Tyrannidae","American Grey Flycatcher","Empidonax wrightii",NA,NA,NA,-0.0129537693081938,39.57984622,3.39794000867204,2.64575131106459,6.46215597671922,NA,NA,0.204119982655925,NA,24.27254655,-2.53465679997391,43.2780414551921,"0",3.51,NA,"0",1.09516935143176,NA,0,50,"1",0,"0",90,50,0,2,"0","0",0,0,NA,10,"1",NA,"0","0","0","0",2,"1","0",0,"0",0,"0","0","0","1",0,"Empidonax wrightii"
"1457","Empidonomus aurantioatrocristatus",NA,"Empidonomus","Tyrannidae","Crowned Slaty Flycatcher","Empidonomus aurantioatrocristatus",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.5268315953972,NA,NA,2.8,NA,"0",1.52666229301046,NA,0,0,"1",33,"0",80,33,0,2,"0","0",33,0,NA,20,NA,NA,NA,NA,NA,"0",3,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Griseotyrannus aurantioatrocristatus"
"1458","Empidonomus varius",NA,"Empidonomus","Tyrannidae","Variegated Flycatcher","Empidonomus varius",NA,NA,NA,-0.00137587597719217,-16.00569597,3.27875360095283,0,7.11788096339501,NA,NA,0.453318340047038,NA,-5.300727665,-2.5268315953972,53.2803142518441,"0",2.2,NA,"0",1.41580772763554,NA,0,0,"1",70,"0",60,30,0,2,"0","0",0,0,NA,40,"0",NA,"0","1","0","0",2,"0","1",0,"0",0,"0","0","0","1",0,"Empidonomus varius"
"1459","Empidornis semipartitus",NA,"Empidornis","Muscicapidae","Silverbird","Empidornis semipartitus",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.54718057943047,NA,NA,2,NA,"0",1.35218251811136,NA,0,20,"1",40,"0",100,40,0,1,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"0",3,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Empidornis semipartitus"
"1460","Enicurus borneensis",NA,"Enicurus","Muscicapidae","Bornean Forktail","Enicurus borneensis",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,"0",1.56169753265399,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA
"1461","Enicurus immaculatus",NA,"Enicurus","Muscicapidae","Black-backed Forktail","Enicurus immaculatus",NA,NA,NA,0,23.97809742,NA,0,5.96438590327097,NA,NA,NA,NA,23.97809742,-2.57388927592131,0,"0",3,NA,"0",1.40654018043396,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","1","1",0,"Enicurus immaculatus"
"1462","Enicurus leschenaulti",NA,"Enicurus","Muscicapidae","White-crowned Forktail","Enicurus leschenaulti",NA,NA,NA,0,19.16465118,NA,1,6.7900450068748,NA,NA,NA,NA,19.16465118,-2.56456189932104,0,"0",2.8,NA,"0",1.56169753265399,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","1","1",0,"Enicurus leschenaulti"
"1463","Enicurus maculatus",NA,"Enicurus","Muscicapidae","Spotted Forktail","Enicurus maculatus",NA,NA,NA,0,25.57894102,NA,0,6.21497579924763,NA,NA,NA,NA,25.57894102,-2.56456189932104,0,"0",3.5,NA,"0",1.61278385671974,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","1","1",0,"Enicurus maculatus"
"1464","Enicurus ruficapillus",NA,"Enicurus","Muscicapidae","Chestnut-naped Forktail","Enicurus ruficapillus",NA,NA,NA,0,1.29664676,NA,1.4142135623731,6.04339984861248,NA,NA,NA,NA,1.29664676,-2.54648742859413,0,"1",2,NA,"0",1.44986392471814,NA,0,100,"1",0,"0",90,0,0,2,"0","0",0,0,NA,0,"0",NA,"0","0","1","0",1,"0","0",10,"0",0,"0","1","1","0",0,"Enicurus ruficapillus"
"1465","Enicurus schistaceus",NA,"Enicurus","Muscicapidae","Slaty-backed Forktail","Enicurus schistaceus",NA,NA,NA,0,23.17434107,NA,0,6.38773323112413,NA,NA,NA,NA,23.17434107,-2.57388927592131,0,"0",2.8,NA,"0",1.49485002168009,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","1","1",0,"Enicurus schistaceus"
"1466","Enicurus scouleri",NA,"Enicurus","Muscicapidae","Little Forktail","Enicurus scouleri",NA,NA,NA,0,29.31235249,NA,1.73205080756888,6.54843975637266,NA,NA,NA,NA,29.31235249,-2.55543064281188,0,"0",2.8,NA,"0",1.20139712432045,NA,0,80,"1",0,"0",90,20,0,2,"0","0",0,10,NA,0,"0",NA,"0","1","1","0",2,"0","0",0,"0",0,"0","1","1","1",0,"Enicurus scouleri"
"1467","Enicurus velatus",NA,"Enicurus","Muscicapidae","Sunda Forktail","Enicurus velatus",NA,NA,NA,0,-0.9700917,NA,0,5.01436027579164,NA,NA,NA,NA,-0.9700917,-2.53197953671862,0,"0",NA,NA,"0",NA,NA,0,100,"1",0,"0",100,0,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","1","1",0,"Enicurus velatus"
"1468","Entomodestes coracinus",NA,"Entomodestes","Turdidae","Black Solitaire","Entomodestes coracinus",NA,NA,NA,0,1.97521891,3.27875360095283,0,4.32259037489213,NA,NA,NA,NA,1.97521891,-2.38713373585842,0,"1",2,NA,"0",1.7481880270062,NA,0,0,"1",20,"1",70,80,0,2,"0","0",0,0,NA,30,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Entomodestes coracinus"
"1469","Entomodestes leucotis",NA,"Entomodestes","Turdidae","White-eared Solitaire","Entomodestes leucotis",NA,NA,NA,0,-12.36807992,3.52504480703685,0,5.31582786993257,NA,NA,NA,NA,-12.36807992,-2.38713373585842,0,"1",NA,NA,"0",1.79028516403324,NA,20,0,"1",100,"1",20,0,0,3,"0","0",0,0,NA,60,"0",NA,"0","0","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Entomodestes leucotis"
"1470","Eophona migratoria",NA,"Eophona","Fringillidae","Chinese Grosbeak","Eophona migratoria",NA,NA,NA,-0.0652123544333016,43.95277919,NA,1.4142135623731,6.79247560845662,NA,NA,NA,NA,25.15627194,-2.23140375828014,47.5841242500599,"0",NA,NA,"0",1.68124123737559,NA,50,33,"1",33,"0",20,33,0,3,"1","0",0,0,NA,30,"0",NA,"0","1","0","0",3,"1","0",0,"0",0,"0","0","0","1",0,"Eophona migratoria"
"1471","Eophona personata",NA,"Eophona","Fringillidae","Japanese Grosbeak","Eophona personata",NA,NA,NA,-0.0156873507059871,38.855398975,NA,1.4142135623731,6.2414653473611,NA,NA,0.679427896612119,NA,29.26877166,-2.23140375828014,53.8677232247597,"0",NA,NA,"0",1.90308998699194,NA,50,0,"1",40,"0",20,0,0,3,"1","0",60,0,NA,30,"0",NA,"0","1","0","0",2,"0","1",0,"0",0,"0","0","0","1",0,"Eophona personata"
"1472","Eremalauda dunni",NA,"Eremalauda","Alaudidae","Dunn's Lark","Eremalauda dunni",NA,NA,NA,0,18.18176621,NA,2.23606797749979,6.26136740933176,NA,NA,NA,NA,18.18176621,-2.46388517539154,0,"0",2.5,NA,"0",1.31175386105575,NA,50,100,"1",0,"0",50,0,0,2,"0","0",0,0,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Eremalauda dunni"
"1473","Eremalauda starki",NA,"Eremalauda","Alaudidae",NA,"Eremalauda starki",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.45604111433823,NA,NA,NA,NA,"0",1.26834391395106,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"Eremalauda starki"
"1474","Eremiornis carteri",NA,"Eremiornis","Locustellidae","Spinifexbird","Eremiornis carteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25542283690454,NA,NA,2,NA,"0",1.08635983067475,NA,20,100,"1",0,"0",80,0,0,2,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"0",1,NA,NA,0,"0",0,"0",NA,"0",NA,0,"Poodytes carteri"
"1475","Eremophila alpestris",NA,"Eremophila","Alaudidae","Horned Lark","Eremophila alpestris",2.32014628611105,1.24303804868629,0.903089986991944,-0.0485071400100265,50.50754731,3.73239375982297,10.7238052947636,7.62047015699969,0.437750562820388,1.34830486304816,0.48925516836926,11,41.85965273,-2.46430358204744,46.6046541993757,"1",3.52,2.56138048325787,"0",1.53466057582844,1.5,50,100,"1",0,"0",50,0,0,2,"0","0",0,0,2.29556709996248,0,"0",2.56229286445647,"1","0","0","0",1,"0","1",0,"0",0,"0","0","0","1",0,"Eremophila alpestris"
"1476","Eremophila bilopha",NA,"Eremophila","Alaudidae","Temminck's Lark","Eremophila bilopha",NA,NA,NA,0,31.25308438,3,0,6.15299579580641,NA,NA,0.423245873936808,NA,31.25308438,-2.46430358204744,0,"1",2.88,NA,"0",1.5854607295085,NA,0,0,"1",20,"0",40,40,60,2,"0","0",10,0,NA,0,"0",NA,"0","0","0","0",4,"0","0",0,"0",0,"0","1","0","1",0,"Eremophila bilopha"
"1477","Eremopsaltria mongolicus",NA,"Eremopsaltria","Fringillidae","Mongolian Finch","Eremopsaltria mongolicus",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.309630167425899,NA,NA,NA,NA,NA,4.9,NA,"0",1.34044411484012,NA,70,100,"1",0,"0",0,0,0,2,"1","0",0,30,NA,0,NA,NA,NA,NA,NA,"0",1,NA,NA,0,"0",0,"0",NA,"0",NA,0,NA
"1478","Eremopterix australis",NA,"Eremopterix","Alaudidae","Black-eared Sparrow-Lark","Eremopterix australis",NA,NA,NA,0,-28.53225346,NA,0,5.80806841668322,NA,NA,0.201397124320452,NA,-28.53225346,-2.35125679072558,0,"1",NA,NA,"0",1.15228834438306,NA,60,80,"1",0,"0",20,20,0,3,"0","0",0,0,NA,20,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Eremopterix australis"
"1479","Eremopterix griseus",NA,"Eremopterix","Alaudidae","Ashy-crowned Sparrow-Lark","Eremopterix griseus",NA,NA,NA,0,22.08020055,3,0,6.47226524328028,NA,NA,NA,NA,22.08020055,-2.43141149484828,0,"0",NA,NA,"0",1.20411998265592,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Eremopterix griseus"
"1480","Eremopterix leucopareia",NA,"Eremopterix","Alaudidae","Fischer's Sparrow-Lark","Eremopterix leucopareia",NA,NA,NA,0,-4.8076837,NA,0,5.93417649995156,NA,NA,0.152288344383056,NA,-4.8076837,-2.46432021634039,0,"0",NA,NA,"0",1.15381486434453,NA,50,100,"1",0,"0",40,0,0,3,"0","0",0,10,NA,0,"0",NA,"0","0","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Eremopterix leucopareia"
"1481","Eremopterix leucotis",NA,"Eremopterix","Alaudidae","Chestnut-backed Sparrow-Lark","Eremopterix leucotis",NA,NA,NA,0,1.04170638,NA,1.73205080756888,6.8820302238648,NA,NA,NA,NA,1.04170638,-2.37106189738367,0,"0",NA,NA,"0",1.2148438480477,NA,50,100,"1",0,"0",50,0,0,2,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Eremopterix leucotis"
"1482","Eremopterix nigriceps",NA,"Eremopterix","Alaudidae","Black-crowned Sparrow-Lark","Eremopterix nigriceps",NA,NA,NA,0,18.5652315,3.07918124604762,1,6.89421570257129,NA,NA,0.236789099409293,NA,18.5652315,-2.41150101404956,0,"0",2,NA,"0",1.13033376849501,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Eremopterix nigriceps"
"1483","Eremopterix signatus",NA,"Eremopterix","Alaudidae","Chestnut-headed Sparrow-Lark","Eremopterix signatus",NA,NA,NA,0,3.94502588,3.17609125905568,0,5.98713856234756,NA,NA,NA,NA,3.94502588,-2.44991009948038,0,"0",NA,NA,"0",1.19589965240923,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Eremopterix signatus"
"1484","Eremopterix verticalis",NA,"Eremopterix","Alaudidae","Grey-backed Sparrow-Lark","Eremopterix verticalis",NA,NA,NA,0,-23.0868174,NA,1.4142135623731,6.48405626396547,NA,NA,0.282168778304642,NA,-23.0868174,-2.46432021634039,0,"0",NA,NA,"0",1.22852867735718,NA,70,100,"1",0,"0",10,0,0,3,"0","0",0,20,NA,0,"0",NA,"0","1","1","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Eremopterix verticalis"
"1485","Erithacus akahige",NA,"Erithacus","Muscicapidae","Japanese Robin","Erithacus akahige",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.47527832577703,NA,NA,NA,NA,"0",1.23044892137827,NA,10,50,"1",0,"0",40,50,0,6,"0","0",0,0,NA,20,NA,NA,NA,NA,NA,"0",2,NA,NA,10,"0",0,"0",NA,"1",NA,10,"Erithacus akahige"
"1486","Erithacus komadori",NA,"Erithacus","Muscicapidae","Ryukyu Robin","Erithacus komadori",NA,NA,NA,NA,NA,NA,2.23606797749979,NA,NA,NA,NA,NA,NA,-2.4905706794445,NA,NA,NA,NA,"0",1.38738982633873,NA,10,100,"1",0,"0",40,0,0,6,"0","0",0,0,NA,20,NA,NA,NA,NA,NA,"0",1,NA,NA,10,"0",0,"0",NA,"1",NA,10,"Erithacus komadori"
"1487","Erithacus rubecula",1,"Erithacus","Muscicapidae","European Robin","Erithacus rubecula",NA,1.13033376849501,1.2863067387684,-0.024524063405413,51.585627805,3.30102999566398,21.4941852602047,7.12275189528873,NA,NA,0.389166084364532,14,40.786344545,-2.4905706794445,49.62275894935,"0",5.17,2.56138048325787,"0",1.24427712080184,2,10,50,"1",0,"0",40,50,0,6,"0","0",0,0,NA,20,"1",2.56229286445647,"0","0","0","0",2,"0","1",10,"0",0,"0","0","1","1",10,"Erithacus rubecula"
"1488","Erpornis zantholeuca",NA,"Erpornis","Vireonidae","White-bellied Erpornis","Erpornis zantholeuca",NA,NA,NA,0,17.10929654,3.51851393987789,1.4142135623731,6.5598383828314,NA,NA,0.146128035678238,NA,17.10929654,-1.81351108020201,0,"0",NA,NA,"0",1.07188200730613,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Erpornis zantholeuca"
"1489","Erythropygia barbata",NA,"Erythropygia","Muscicapidae","Miombo Scrub-robin","Erythropygia barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52517522638861,NA,NA,NA,NA,"0",NA,NA,0,50,"1",0,"0",100,50,0,1,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"0",2,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Cercotrichas barbata"
"1490","Erythropygia coryphaeus",NA,"Erythropygia","Muscicapidae","Karoo Scrub-robin","Erythropygia coryphaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48752536688907,NA,NA,NA,NA,"0",NA,NA,20,80,"1",0,"0",70,20,0,3,"0","0",0,0,NA,10,NA,NA,NA,NA,NA,"0",2,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Cercotrichas coryphoeus"
"1491","Erythropygia galactotes",NA,"Erythropygia","Muscicapidae","Rufous-tailed Scrub-robin","Erythropygia galactotes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53254149445174,NA,NA,NA,NA,"0",NA,NA,20,70,"1",0,"0",60,30,0,3,"0","0",0,0,NA,20,NA,NA,NA,NA,NA,"0",2,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Cercotrichas galactotes"
"1492","Erythropygia hartlaubi",NA,"Erythropygia","Muscicapidae","Brown-backed Scrub-robin","Erythropygia hartlaubi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53254149445174,NA,NA,NA,NA,"0",NA,NA,0,50,"1",0,"0",100,50,0,1,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"0",2,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Cercotrichas hartlaubi"
"1493","Erythropygia leucophrys",NA,"Erythropygia","Muscicapidae","Red-backed Scrub-robin","Erythropygia leucophrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53254149445174,NA,NA,NA,NA,"0",NA,NA,0,80,"1",0,"0",90,20,0,2,"0","0",0,0,NA,10,NA,NA,NA,NA,NA,"0",2,NA,NA,0,"0",0,"0",NA,"1",NA,0,"Cercotrichas leucophrys"
