"","ename","bcomp","genus","family","common","inames","log_base_cort","log_fledging_age_d","log_longevity","mig_disp","breed_lat","log_elevation_upper","swos","log_area","log_birth_or_hatching_weight_g","log_fmass","log_emass","incubation_d","winter_lat","log_ed_fair","s_mdist","pop_decreasing","litter_or_clutch_size_n","log_femalemat","ptaxa1","log_mass","litters_or_clutches_per_y","Diet.Seed","ForStrat.ground","passerine","ForStrat.midhigh","family_Turdidae","Diet.Inv","ForStrat.understory","Diet.Nect","diet_diversity","family_Fringillidae","family_Parulidae","ForStrat.canopy","Diet.PlantO","log_stress_cort","Diet.Fruit","pop_increasing","log_malemat","marine_system","pop_stable","freshwater_system","family_Emberizidae","foraging_diversity","mig_fullmigrant","mig_partialmigrant","Diet.Vect","family_Sylviidae","Diet.Vend","family_Paridae","mig_resident","family_Muscicapidae","IUCN_LC","Diet.Scav","unique_name"
"1385","Elaenia olivina",NA,"Elaenia","Tyrannidae","Tepui Elaenia","Elaenia olivina",NA,NA,NA,0,4.7282652,3.56229286445647,0,5.26157674829826,NA,NA,NA,NA,4.7282652,-2.51517964226665,0,"0",NA,NA,"0",1.24612912566344,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Elaenia olivina"
"1386","Elaenia pallatangae",NA,"Elaenia","Tyrannidae","Sierran Elaenia","Elaenia pallatangae",NA,NA,NA,0,-6.60153355,3.56229286445647,0,5.45005467523867,NA,NA,NA,NA,-6.60153355,-2.47835111843461,0,"0",NA,NA,"0",1.24612912566344,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Elaenia pallatangae"
"1387","Elaenia parvirostris",NA,"Elaenia","Tyrannidae","Small-billed Elaenia","Elaenia parvirostris",NA,NA,NA,0.0934911666910539,-27.32906158,3,2.44948974278318,7.03992093936771,NA,NA,0.447158031342219,NA,-15.906682725,-2.4780989759328,50.613086793325,"0",2.4,NA,"0",1.14144977340047,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Elaenia parvirostris"
"1388","Elaenia ridleyana",NA,"Elaenia","Tyrannidae","Noronha Elaenia","Elaenia ridleyana",NA,NA,NA,0,-3.85547293,NA,1.4142135623731,1.30381252808313,NA,NA,0.307496037913213,NA,-3.85547293,-2.24070037061654,0,"0",NA,NA,"0",1.47928731647617,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Elaenia ridleyana"
"1389","Elaenia ruficeps",NA,"Elaenia","Tyrannidae","Rufous-crowned Elaenia","Elaenia ruficeps",NA,NA,NA,0,3.62552861,3.14612803567824,1.73205080756888,5.85074078840005,NA,NA,NA,NA,3.62552861,-2.36388160296299,0,"0",NA,NA,"0",1.27009628142033,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Elaenia ruficeps"
"1390","Elaenia spectabilis",NA,"Elaenia","Tyrannidae","Large Elaenia","Elaenia spectabilis",NA,NA,NA,0.0729075502200522,-18.56810322,3,1.73205080756888,6.93110467243597,NA,NA,0.307496037913213,NA,-12.727140795,-2.46323220490545,38.8877911069873,"1",NA,NA,"0",1.33294316012569,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Elaenia spectabilis"
"1391","Elaenia strepera",NA,"Elaenia","Tyrannidae","Slaty Elaenia","Elaenia strepera",NA,NA,NA,0.195195705100041,-23.08984007,3.30102999566398,1.4142135623731,6.41090133098908,NA,NA,NA,NA,-12.4647743,-2.3108982622439,49.309531390936,"1",NA,NA,"0",1.26066753699001,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Elaenia strepera"
"1392","Elaphrornis palliseri",NA,"Elaphrornis","Locustellidae","Sri Lanka Bush Warbler","Elaphrornis palliseri",NA,NA,NA,0,7.00056639,NA,0,3.58048448356813,NA,NA,NA,NA,7.00056639,-2.01745695098195,0,"1",NA,NA,"0",0.954242509439325,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Elaphrornis palliseri"
"1393","Emarginata schlegelii",NA,"Emarginata","Muscicapidae","Karoo Chat","Emarginata schlegelii",NA,NA,NA,0,-26.80774796,NA,0,6.05870688207519,NA,NA,0.40226138245468,NA,-26.80774796,-2.40101268514549,0,"0",2.8,NA,"0",1.36735592102602,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Cercomela schlegelii"
"1394","Emarginata sinuata",NA,"Emarginata","Muscicapidae","Sickle-winged Chat","Emarginata sinuata",NA,NA,NA,0,-29.8850578,NA,0,5.89947101090262,NA,NA,0.390935107103379,NA,-29.8850578,-2.41386541767346,0,"0",2.4,NA,"0",1.25163822044821,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Cercomela sinuata"
"1395","Emarginata tractrac",NA,"Emarginata","Muscicapidae","Tractrac Chat","Emarginata tractrac",NA,NA,NA,0,-25.89144225,NA,0,6.0081226617088,NA,NA,0.418301291319745,NA,-25.89144225,-2.41386541767346,0,"0",2.4,NA,"0",1.31806333496276,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Cercomela tractrac"
"1396","Emberiza affinis",NA,"Emberiza","Emberizidae","Brown-rumped Bunting","Emberiza affinis",NA,NA,NA,0,9.05825337,NA,0,6.14538327189451,NA,NA,NA,NA,9.05825337,-1.97940817624693,0,"0",NA,NA,"0",1.18540048319045,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Emberiza affinis"
"1397","Emberiza aureola",NA,"Emberiza","Emberizidae","Yellow-breasted Bunting","Emberiza aureola",NA,1.13033376849501,0.845098040014257,-0.125213559449935,58.93598314,NA,4.24264068711928,7.23198260487798,NA,NA,0.389166084364532,13,18.91249256,-2.54369690636488,66.6660978486575,"1",4,NA,"0",1.32531037171106,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","1","1",NA,"1","0",NA,"0",NA,"0","0","0","0",NA,"Schoeniclus aureolus"
"1398","Emberiza bruniceps",NA,"Emberiza","Emberizidae","Red-headed Bunting","Emberiza bruniceps",NA,NA,NA,-0.068356475122913,43.77977187,NA,8.24621125123532,6.74147839973481,NA,NA,0.442479769064449,NA,22.06559947,-2.48144937763428,50.9804963666156,"0",4.5,NA,"0",1.38916608436453,NA,50,0,"1",40,"0",30,30,0,3,"0","0",30,20,NA,0,"0",NA,"0","1","0","1",3,"1","0",0,"0",0,"0","0","0","1",0,"Emberiza bruniceps"
"1399","Emberiza buchanani",NA,"Emberiza","Emberizidae","Grey-necked Bunting","Emberiza buchanani",NA,NA,NA,-0.0655390986931514,42.43427106,NA,0,6.60302824492379,NA,NA,0.388278863459639,NA,21.50239124,-2.52708039533867,48.1839887188756,"0",4.5,NA,"0",1.32531037171106,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Emberiza buchanani"
"1400","Emberiza cabanisi",NA,"Emberiza","Emberizidae","Cabanis's Bunting","Emberiza cabanisi",NA,NA,NA,0,-6.63309408,NA,0,6.45505266588999,NA,NA,0.416640507338281,NA,-6.63309408,-2.49888682104368,0,"0",2.45,NA,"0",1.39357520326959,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Emberiza cabanisi"
"1401","Emberiza caesia",NA,"Emberiza","Emberizidae","Cretzschmar's Bunting","Emberiza caesia",NA,NA,NA,0.0246333705021871,37.47576587,3.11394335230684,1.4142135623731,5.91121607756593,NA,NA,0.363611979892144,NA,16.43879693,-2.54434904493857,48.7716604419481,"0",4.5,NA,"0",1.32221929473392,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Emberiza caesia"
"1402","Emberiza calandra",NA,"Emberiza","Emberizidae","Corn Bunting","Emberiza calandra",NA,1.09691001300806,1.02462247477155,-0.00585318022432307,45.666591525,2.69897000433602,6.85565460040104,6.93136216481685,NA,NA,0.592176757395867,12.5,36.97659185,NA,51.9839683409575,"1",4.5,2.56138048325787,"0",1.68841982200271,2,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","0","0","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,NA
"1403","Emberiza capensis",NA,"Emberiza","Emberizidae","Cape Bunting","Emberiza capensis",NA,NA,NA,0,-26.7934355,NA,1.4142135623731,6.12048788035793,NA,NA,0.369215857410143,NA,-26.7934355,-2.45851436007449,0,"0",2.7,NA,"0",1.33142729652074,NA,60,0,"1",40,"0",30,50,0,3,"0","0",10,10,NA,0,"0",NA,"0","1","0","1",3,"0","0",0,"0",0,"0","1","0","1",0,"Emberiza capensis"
"1404","Emberiza chrysophrys",NA,"Emberiza","Emberizidae","Yellow-browed Bunting","Emberiza chrysophrys",NA,NA,NA,-0.0918461093535348,59.19154736,NA,1.4142135623731,6.49409181692507,NA,NA,NA,NA,27.25571094,-2.55558489413029,59.5733731375804,"0",3.9,NA,"0",1.25527250510331,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Emberiza chrysophrys"
"1405","Emberiza cia",NA,"Emberiza","Emberizidae","Rock Bunting","Emberiza cia",NA,NA,NA,0.00339878266226245,40.680496845,NA,3.16227766016838,6.76046283206712,NA,NA,0.442479769064449,13.5,37.97055632,-2.53235245220442,54.3020883102145,"0",4.1,NA,"0",1.36314170969795,2,80,100,"1",0,"0",20,0,0,2,"0","0",0,0,NA,0,"1",NA,"0","0","0","1",1,"0","1",0,"0",0,"0","0","0","1",0,"Emberiza cia"
"1406","Emberiza cineracea",NA,"Emberiza","Emberizidae","Cinereous Bunting","Emberiza cineracea",NA,NA,NA,0.0675832332184579,37.46717511,3.34242268082221,1.4142135623731,5.5261253895678,NA,NA,0.440909082065218,NA,17.27292128,-1.98885186916219,47.336729382918,"1",4.7,NA,"0",1.38560627359831,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","1",NA,"1","0",NA,"0",NA,"0","0","0","0",NA,"Emberiza cineracea"
"1407","Emberiza cioides",NA,"Emberiza","Emberizidae","Meadow Bunting","Emberiza cioides",NA,NA,NA,-0.000899313303029179,45.14797018,NA,2,7.02251485580279,NA,NA,0.418301291319745,NA,43.16980616,-2.51554530345712,51.1718068579474,"0",4.6,NA,"0",1.34439227368511,2,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Emberiza cioides"
"1408","Emberiza cirlus",NA,"Emberiza","Emberizidae","Cirl Bunting","Emberiza cirlus",NA,1.09691001300806,0.785329835010767,0.0010133900786959,41.56064549,NA,7.14142842854285,6.34447731596192,NA,NA,0.462397997898956,11.5,39.14006696,-2.44040024699771,44.7475359225023,"0",3.5,2.56229286445647,"0",1.40226138245468,2.5,60,100,"1",0,"0",30,0,0,3,"0","0",0,10,NA,0,"1",2.56229286445647,"0","0","0","1",1,"0","1",0,"0",0,"0","0","0","1",0,"Emberiza cirlus"
"1409","Emberiza citrinella",0,"Emberiza","Emberizidae","Yellowhammer","Emberiza citrinella",NA,1.09864372581706,1.12221587827283,0.00202517034654061,57.127207915,NA,14.6969384566991,7.2155802627343,0.257678574869184,NA,0.468347330412157,13,47.314570415,-2.54434904493857,55.9954916418411,"1",3.9,2.56138048325787,"0",1.47275644931721,2.5,60,100,"1",0,"0",30,0,0,3,"0","0",0,10,NA,0,"0",2.56229286445647,"0","0","0","1",1,"0","1",0,"0",0,"0","0","0","1",0,"Emberiza citrinella"
"1410","Emberiza elegans",NA,"Emberiza","Emberizidae","Yellow-throated Bunting","Emberiza elegans",NA,NA,NA,-0.0205310318887519,38.66270767,NA,2.44948974278318,6.56421096656295,NA,NA,NA,NA,30.50234412,-2.5287540487983,42.6485671043713,"0",4.9,NA,"0",1.23489674573159,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Schoeniclus elegans"
"1411","Emberiza flaviventris",NA,"Emberiza","Emberizidae","Golden-breasted Bunting","Emberiza flaviventris",NA,NA,NA,0,-10.83700267,NA,1.4142135623731,6.8431775397937,NA,NA,0.313867220369153,NA,-10.83700267,-2.49888682104368,0,"0",2.4,NA,"0",1.25345916433984,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Emberiza flaviventris"
"1412","Emberiza fucata",NA,"Emberiza","Emberizidae","Chestnut-eared Bunting","Emberiza fucata",NA,NA,NA,0.00625784847200312,38.587671555,NA,1.4142135623731,6.92565788130368,NA,NA,0.421603926869831,NA,27.01781375,-2.33421061414131,55.5455861243476,"0",4.45,NA,"0",1.29666519026153,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Emberiza fucata"
"1413","Emberiza godlewskii",NA,"Emberiza","Emberizidae","Godlewski's Bunting","Emberiza godlewskii",NA,NA,NA,0.00897635003987879,41.6308173,NA,1.4142135623731,6.82806285458789,NA,NA,0.442479769064449,13.5,39.217006885,-2.53235245220442,23.8964956811218,"0",4.1,NA,"0",1.36314170969795,2,50,100,"1",0,"0",50,0,0,2,"0","0",0,0,NA,0,"0",NA,"0","1","0","1",1,"0","1",0,"0",0,"0","0","0","1",0,"Emberiza godlewskii"
"1414","Emberiza goslingi",NA,"Emberiza","Emberizidae","Gosling's Bunting","Emberiza goslingi",NA,NA,NA,0.00161709966068789,11.134644195,3.46239799789896,1,6.53025814865248,NA,NA,0.227886704613674,NA,14.712313985,-2.5058169552486,28.7445020591481,"0",2.7,NA,"0",1.13460205318149,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Fringillaria goslingi"
"1415","Emberiza hortulana",NA,"Emberiza","Emberizidae","Ortolan Bunting","Emberiza hortulana",NA,NA,0.834632606314907,-0.141770205103442,52.29405779,3.38021124171161,8.42614977317636,7.03696742861227,NA,NA,0.394451680826216,11.5,11.45685746,-2.54434904493857,73.0149124983616,"1",4.5,NA,"0",1.32376758329678,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","1",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Emberiza hortulana"
"1416","Emberiza impetuani",NA,"Emberiza","Emberizidae","Lark-like Bunting","Emberiza impetuani",NA,NA,NA,0,-26.38758026,NA,1.4142135623731,6.21601195260854,NA,NA,0.230448921378274,NA,-26.38758026,-2.52786162882146,0,"0",3.2,NA,"0",1.17391433980141,NA,60,0,"1",40,"0",30,0,0,3,"0","0",60,10,NA,0,"0",NA,"0","1","0","1",2,"0","0",0,"0",0,"0","1","0","1",0,"Fringillaria impetuani"
"1417","Emberiza jankowskii",NA,"Emberiza","Emberizidae","Jankowski's Bunting","Emberiza jankowskii",NA,NA,NA,-0.0724986623722582,44.34690619,NA,2.44948974278318,5.4897513975534,NA,NA,0.322219294733919,NA,41.09248404,-2.4941020554281,25.4267907384557,"1",4.8,NA,"0",1.32735893438633,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","1",NA,"1","0",NA,"0",NA,"0","0","0","0",NA,"Emberiza jankowskii"
"1418","Emberiza koslowi",NA,"Emberiza","Emberizidae","Tibetan Bunting","Emberiza koslowi",NA,NA,NA,0,32.10814514,3.66275783168157,1,5.12211187070191,NA,NA,NA,NA,32.10814514,-1.95221474521635,0,"0",NA,NA,"0",NA,NA,60,80,"1",0,"0",30,10,0,3,"0","0",0,10,NA,0,"0",NA,"0","1","0","1",3,"0","0",0,"0",0,"0","1","0","0",0,"Emberiza koslowi"
"1419","Emberiza lathami",NA,"Emberiza","Emberizidae","Crested Bunting","Emberiza lathami",NA,NA,NA,0.000365191697679029,27.2217256,NA,0,6.58968854266435,NA,NA,0.424881636631067,NA,24.68044209,-2.46646943519557,38.4340537515012,"0",3.5,NA,"0",1.33645973384853,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Melophus lathami"
"1420","Emberiza leucocephalos",NA,"Emberiza","Emberizidae","Pine Bunting","Emberiza leucocephalos",NA,NA,NA,-0.0461334364116423,47.659701875,NA,2.64575131106459,7.14779115015057,NA,NA,0.471291711058939,NA,40.040283485,-2.54434904493857,41.5284000119149,"0",4.5,NA,"0",1.44870631990508,2,50,100,"1",0,"0",30,0,0,3,"0","0",0,20,NA,0,"0",NA,"0","1","0","1",1,"0","1",0,"0",0,"0","0","0","1",0,"Emberiza leucocephalos"
"1421","Emberiza melanocephala",NA,"Emberiza","Emberizidae","Black-headed Bunting","Emberiza melanocephala",NA,NA,1.04139268515823,-0.0871903917867218,38.73235702,NA,10.3923048454133,6.43427781821436,NA,NA,0.488550716500444,14,21.00003137,-2.48144937763428,62.9571235570528,"0",3.9,NA,"0",1.45331834004704,1,60,0,"1",40,"0",30,0,0,3,"0","0",60,10,NA,0,"0",NA,"0","0","0","1",2,"1","0",0,"0",0,"0","0","0","1",0,"Emberiza melanocephala"
"1422","Emberiza pallasi",NA,"Emberiza","Emberizidae","Pallas's Reed Bunting","Emberiza pallasi",NA,1.06069784035361,1.08813608870055,-0.0828913685357127,63.13673975,NA,1,6.87067784143588,0.230448921378274,NA,0.31492005599242,13,39.04664867,-2.54023459858725,51.7843609049791,"0",4.5,2.56138048325787,"0",1.2405492482826,2.5,80,80,"1",0,"0",20,20,0,2,"0","0",0,0,NA,0,"0",2.56229286445647,"0","1","1","1",2,"1","0",0,"0",0,"0","0","0","1",0,"Emberiza pallasi"
"1423","Emberiza poliopleura",NA,"Emberiza","Emberizidae","Somali Bunting","Emberiza poliopleura",NA,NA,NA,0,4.51703888,NA,0,6.09697818447183,NA,NA,0.243038048686294,NA,4.51703888,-2.48228482259882,0,"0",2.5,NA,"0",1.19865708695442,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Fringillaria poliopleura"
"1424","Emberiza pusilla",NA,"Emberiza","Emberizidae","Little Bunting","Emberiza pusilla",NA,1.06069784035361,NA,-0.0815962161891721,62.68552358,NA,3,7.11456908050395,NA,NA,0.276461804173244,11.5,25.68124108,-2.52308566998637,64.1241457491286,"0",5,NA,"0",1.17464119266045,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Emberiza pusilla"
"1425","Emberiza rustica",NA,"Emberiza","Emberizidae","Rustic Bunting","Emberiza rustica",NA,1.14612803567824,NA,-0.100355712941731,61.42073258,NA,3,7.35985872027407,NA,NA,0.377488383376133,12.5,33.24375486,NA,58.5288070789695,"1",4.61,NA,"0",1.30319605742049,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","1","1",NA,"1","0",NA,"0",NA,"0","0","0","0",NA,NA
"1426","Emberiza rutila",1,"Emberiza","Emberizidae","Chestnut Bunting","Emberiza rutila",NA,NA,NA,-0.0978337392549916,55.33743029,NA,1.73205080756888,6.75253083064738,NA,NA,0.267171728403014,NA,21.10166967,-2.52308566998637,62.0215325843529,"0",4,NA,"0",1.23992481326215,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","1",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Emberiza rutila"
"1427","Emberiza sahari",NA,"Emberiza","Emberizidae","House Bunting","Emberiza sahari",NA,NA,NA,0,27.60241529,3.39794000867204,1.73205080756888,6.14085200205188,NA,NA,0.307496037913213,NA,27.60241529,-1.97015913532852,0,"0",2.95,NA,"0",1.17026171539496,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1",NA,"0","0","0","1",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Emberiza sahari"
"1428","Emberiza schoeniclus",0,"Emberiza","Emberizidae","Common Reed Bunting","Emberiza schoeniclus",NA,1.06069784035361,1.08813608870055,-0.0350432504423827,52.140795335,NA,11.8321595661992,7.47052202875088,0.230448921378274,NA,0.370142847051102,13,40.32273437,-2.54023459858725,56.700095847326,"1",4.5,2.56138048325787,"0",1.27415784926368,2.5,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","0","1","1",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Emberiza schoeniclus"
"1429","Emberiza socotrana",NA,"Emberiza","Emberizidae","Socotra Bunting","Emberiza socotrana",NA,NA,NA,0,12.53144743,3.06445798922692,1,2.79991180528258,NA,NA,NA,NA,12.53144743,-1.96109707178477,0,"0",NA,NA,"0",1.16136800223497,NA,60,0,"1",50,"0",30,50,0,3,"0","0",0,10,NA,0,"0",NA,"0","1","0","1",2,"0","0",0,"0",0,"0","1","0","0",0,"Emberiza socotrana"
"1430","Emberiza stewarti",NA,"Emberiza","Emberizidae","White-capped Bunting","Emberiza stewarti",NA,NA,NA,0.00490822217969319,40.35547833,3.39794000867204,0,5.99040729877197,NA,NA,0.346352974450639,NA,32.97019691,-2.52708039533867,29.0639754242181,"0",3.95,NA,"0",1.21748394421391,2,60,100,"1",0,"0",30,0,0,3,"0","0",0,10,NA,0,"0",NA,"0","1","0","1",1,"1","0",0,"0",0,"0","0","0","1",0,"Emberiza stewarti"
"1431","Emberiza striolata",NA,"Emberiza","Emberizidae","Striolated Bunting","Emberiza striolata",NA,NA,NA,0,22.62118947,3.39794000867204,1.4142135623731,6.4263784642014,NA,NA,0.307496037913213,NA,22.62118947,-2.54516199777902,0,"0",2.95,NA,"0",1.17026171539496,NA,60,100,"1",0,"0",20,0,0,4,"0","0",0,10,NA,10,"1",NA,"0","0","0","1",1,"0","0",0,"0",0,"0","1","0","1",0,"Fringillaria striolata"
"1432","Emberiza sulphurata",NA,"Emberiza","Emberizidae","Yellow Bunting","Emberiza sulphurata",NA,NA,NA,0.049875121221506,37.9187114,3.17609125905568,1.73205080756888,5.49332361761567,NA,NA,NA,NA,29.44983735,-2.42294186127711,35.4662618648571,"1",3.9,NA,"0",1.17318626841227,NA,60,80,"1",10,"0",30,10,0,3,"0","0",0,10,NA,0,"0",NA,"0","0","0","1",3,"1","0",0,"0",0,"0","0","0","0",0,"Emberiza sulphurata"
"1433","Emberiza tahapisi",NA,"Emberiza","Emberizidae","Cinnamon-breasted Bunting","Emberiza tahapisi",NA,NA,NA,0,-12.90070058,3.46239799789896,1.73205080756888,6.61204131119557,NA,NA,0.227886704613674,NA,-12.90070058,-2.54516199777902,0,"0",2.7,NA,"0",1.13460205318149,NA,60,0,"1",50,"0",30,0,0,3,"0","0",50,10,NA,0,"0",NA,"0","1","0","1",2,"0","0",0,"0",0,"0","1","0","1",0,"Fringillaria tahapisi"
"1434","Emberiza tristrami",NA,"Emberiza","Emberizidae","Tristram's Bunting","Emberiza tristrami",NA,NA,NA,0.0497808143174866,47.91813782,NA,1.73205080756888,6.08962789198234,NA,NA,NA,NA,24.71745347,-2.53787275586387,57.6765248644443,"0",4.5,NA,"0",1.24919835739111,NA,60,0,"1",20,"0",30,0,0,3,"0","0",80,10,NA,0,"0",NA,"0","1","0","1",2,"1","0",0,"0",0,"0","0","0","1",0,"Emberiza tristrami"
"1435","Emberiza variabilis",0,"Emberiza","Emberizidae","Grey Bunting","Emberiza variabilis",NA,NA,NA,-0.0317847793838246,47.57975595,NA,1.4142135623731,5.66767794567342,NA,NA,NA,NA,34.45607779,-2.55558489413029,42.07814840335,"0",3.9,NA,"0",1.39137623916965,NA,60,80,"1",0,"0",30,20,0,3,"0","0",0,10,NA,0,"0",NA,"0","1","1","1",2,"1","0",0,"0",0,"0","0","0","1",0,"Emberiza variabilis"
"1436","Emberiza vincenti",NA,"Emberiza","Emberizidae","Vincent's Bunting","Emberiza vincenti",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.369215857410143,NA,NA,-1.99849835708107,NA,NA,2.7,NA,"0",1.33142729652074,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"Emberiza vincenti"
"1437","Emberiza yessoensis",NA,"Emberiza","Emberizidae","Japanese Reed Bunting","Emberiza yessoensis",NA,NA,NA,0.206379638450346,44.53526505,NA,1,5.7085826083506,NA,NA,NA,NA,33.0837926,-2.52312561187693,40.8445919087474,"1",3.9,NA,"0",1.13033376849501,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"1","0","1","1",NA,"1","0",NA,"0",NA,"0","0","0","0",NA,"Schoeniclus yessoensis"
"1438","Emberizoides duidae",NA,"Emberizoides","Thraupidae","Duida Grass Finch","Emberizoides duidae",NA,NA,NA,0,3.34806657,3.32221929473392,NA,2.92264312634035,NA,NA,0.450249108319361,NA,3.34806657,-2.53744246781101,0,"0",2,NA,"0",1.42078061954857,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Emberizoides duidae"
